HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2455958.83678,2012-02-01.3370414,bb,1.71,99.990,99.990,99.990,99.990,99.990,V
2455958.83844,2012-02-01.3387068,bb,1.75,16.593,16.478,0.197,0.984,0.177,V
2455958.84001,2012-02-01.3402743,bb,1.76,16.718,16.695,0.215,0.805,0.158,V
2455984.75246,2012-02-27.2546701,ba,2.02,15.350,>15.350,99.990,0.125,0.556,V
2455984.75406,2012-02-27.2562672,ba,2.04,16.000,>16.000,99.990,0.696,0.306,V
2455984.75587,2012-02-27.2580745,bb,1.96,15.975,>15.975,99.990,0.387,0.313,V
2455984.75751,2012-02-27.2597115,bb,2.03,16.604,>16.604,99.990,0.248,0.175,V
2456593.95294,2013-10-28.4484771,bb,1.68,16.999,>16.999,99.990,0.498,0.122,V
2456593.95430,2013-10-28.4498381,bb,1.77,17.005,16.370,0.122,1.086,0.121,V
2456600.93221,2013-11-04.4277642,bb,1.74,17.420,16.824,0.126,0.715,0.083,V
2456600.93359,2013-11-04.4291478,bb,1.75,17.411,16.731,0.117,0.778,0.083,V
2456613.90450,2013-11-17.4002459,bb,2.30,15.598,>15.598,99.990,0.699,0.442,V
2456613.90592,2013-11-17.4016679,bb,2.31,15.561,>15.561,99.990,1.116,0.458,V
2456618.80141,2013-11-22.2972807,bb,1.71,17.273,16.866,0.150,0.688,0.095,V
2456618.80278,2013-11-22.2986520,bb,1.71,17.385,17.031,0.158,0.591,0.085,V
2456621.79895,2013-11-25.2949231,bb,2.18,17.331,16.686,0.121,0.812,0.090,V
2456621.80032,2013-11-25.2962898,bb,2.15,17.254,16.913,0.160,0.659,0.096,V
2456625.80385,2013-11-29.2999706,bb,1.69,17.422,16.805,0.124,0.728,0.083,V
2456625.80521,2013-11-29.3013253,bb,1.69,17.405,17.181,0.178,0.515,0.084,V
2456629.80271,2013-12-03.2989937,bb,1.75,17.101,16.453,0.120,1.007,0.111,V
2456629.80420,2013-12-03.3004744,bb,1.76,17.203,16.727,0.141,0.782,0.101,V
2456638.86921,2013-12-12.3659265,bb,2.01,16.538,16.435,0.200,1.023,0.186,V
2456638.87060,2013-12-12.3673123,bb,1.89,16.657,>16.657,99.990,0.666,0.167,V
2456639.78653,2013-12-13.2832923,bb,2.10,99.990,99.990,99.990,99.990,99.990,V
2456639.78830,2013-12-13.2850594,bb,2.09,13.978,>13.978,99.990,-0.772,1.966,V
2456643.75635,2013-12-17.2533400,bb,2.35,16.018,>16.018,99.990,0.181,0.301,V
2456643.75768,2013-12-17.2546621,bb,2.30,15.941,>15.941,99.990,0.443,0.322,V
2456683.78549,2014-01-26.2853261,bb,1.72,17.466,16.911,0.131,0.660,0.079,V
2456683.78727,2014-01-26.2870993,bb,1.74,17.362,17.081,0.169,0.564,0.087,V
2456830.91260,2014-06-22.4149839,bf,1.46,16.082,>16.082,99.990,0.865,0.283,V
2456830.91431,2014-06-22.4167012,bf,1.46,16.136,>16.136,99.990,0.672,0.269,V
2456836.90371,2014-06-28.4057178,bf,1.55,16.961,>16.961,99.990,0.529,0.126,V
2456836.90519,2014-06-28.4072004,bf,1.49,16.987,>16.987,99.990,0.611,0.123,V
2456840.90286,2014-07-02.4046042,bf,1.50,17.130,>17.130,99.990,0.458,0.108,V
2456840.90432,2014-07-02.4060656,bf,1.51,17.198,16.789,0.150,0.738,0.101,V
2456844.90237,2014-07-06.4038466,bf,1.54,17.063,16.839,0.178,0.705,0.115,V
2456844.90393,2014-07-06.4053965,bf,1.47,17.248,>17.248,99.990,0.422,0.097,V
2456846.89504,2014-07-08.3963753,bf,1.56,17.122,16.878,0.175,0.680,0.109,V
2456846.89671,2014-07-08.3980460,bf,1.55,17.066,>17.066,99.990,0.566,0.114,V
2456849.89158,2014-07-11.3926972,bf,1.63,16.389,>16.389,99.990,0.540,0.214,V
2456849.89310,2014-07-11.3942254,bf,1.45,16.267,>16.267,99.990,0.424,0.239,V
2456851.88401,2014-07-13.3849872,bf,1.57,15.762,>15.762,99.990,0.162,0.380,V
2456851.88580,2014-07-13.3867815,bf,1.51,16.108,>16.108,99.990,0.339,0.277,V
2456852.89023,2014-07-14.3911405,bf,1.51,16.488,>16.488,99.990,0.554,0.195,V
2456852.89245,2014-07-14.3933487,bf,1.55,16.424,>16.424,99.990,0.674,0.207,V
2456858.87771,2014-07-20.3781843,bf,1.68,16.898,16.603,0.167,0.877,0.134,V
2456862.86639,2014-07-24.3665482,bf,1.55,17.257,>17.257,99.990,0.352,0.096,V
2456862.86787,2014-07-24.3680262,bf,1.55,17.310,16.938,0.155,0.644,0.091,V
2456864.86710,2014-07-26.3671090,bf,1.53,17.164,17.122,0.211,0.543,0.105,V
2456864.86857,2014-07-26.3685792,bf,1.58,17.197,17.182,0.216,0.514,0.101,V
2456874.13430,2014-08-04.6335987,bb,1.74,16.018,>16.018,99.990,0.588,0.300,V
2456874.13593,2014-08-04.6352320,bb,1.85,15.808,>15.808,99.990,0.268,0.364,V
2456874.80960,2014-08-05.3088589,bf,1.50,17.270,17.012,0.173,0.602,0.095,V
2456874.81116,2014-08-05.3104090,bf,1.46,17.218,16.819,0.152,0.718,0.099,V
2456878.83888,2014-08-09.3378346,bf,1.48,16.431,>16.431,99.990,0.274,0.205,V
2456878.84040,2014-08-09.3393495,bf,1.47,16.560,>16.560,99.990,0.649,0.182,V
2456882.12204,2014-08-12.6207378,bb,1.69,16.285,>16.285,99.990,0.865,0.235,V
2456882.12344,2014-08-12.6221366,bb,1.68,16.309,>16.309,99.990,0.860,0.230,V
2456883.11863,2014-08-13.6172549,bb,1.97,16.388,>16.388,99.990,0.819,0.214,V
2456883.12004,2014-08-13.6186664,bb,1.82,16.472,>16.472,99.990,0.798,0.198,V
2456883.82839,2014-08-14.3269653,bf,1.71,15.292,>15.292,99.990,1.276,0.586,V
2456883.82986,2014-08-14.3284357,bf,1.51,15.801,>15.801,99.990,0.776,0.367,V
2456885.10916,2014-08-15.6076410,bb,1.69,16.538,>16.538,99.990,0.734,0.186,V
2456885.11059,2014-08-15.6090701,bb,1.73,16.585,>16.585,99.990,0.626,0.178,V
2456889.12198,2014-08-19.6201662,bb,2.01,17.038,16.968,0.205,0.626,0.117,V
2456889.12341,2014-08-19.6215906,bb,1.99,17.109,16.749,0.157,0.766,0.110,V
2456889.81795,2014-08-20.3160837,bf,1.51,17.284,17.155,0.194,0.527,0.094,V
2456889.81943,2014-08-20.3175640,bf,1.58,17.264,17.120,0.192,0.544,0.095,V
2456891.82294,2014-08-22.3209339,bf,1.46,17.321,17.140,0.185,0.534,0.090,V
2456891.82445,2014-08-22.3224398,bf,1.46,17.328,17.248,0.204,0.484,0.090,V
2456894.13230,2014-08-24.6301226,bb,2.01,17.129,>17.129,99.990,0.523,0.108,V
2456894.13371,2014-08-24.6315341,bb,1.99,16.904,16.858,0.210,0.693,0.133,V
2456898.80794,2014-08-29.3054547,bf,1.47,15.356,>15.356,99.990,-0.166,0.553,V
2456898.80943,2014-08-29.3069347,bf,1.42,15.398,>15.398,99.990,0.735,0.532,V
2456903.91192,2014-09-03.4090965,bf,1.49,17.151,>17.151,99.990,0.424,0.106,V
2456905.05227,2014-09-04.5493651,bb,1.70,17.227,16.805,0.148,0.728,0.099,V
2456905.05369,2014-09-04.5507913,bb,1.75,17.249,16.620,0.123,0.863,0.097,V
2456909.78256,2014-09-09.2793699,bf,1.57,16.214,>16.214,99.990,1.186,0.251,V
2456909.78403,2014-09-09.2808415,bf,1.50,16.265,>16.265,99.990,-0.099,0.239,V
2456911.04640,2014-09-10.5431384,bb,1.87,16.099,>16.099,99.990,0.865,0.279,V
2456911.04793,2014-09-10.5446565,bb,1.83,16.175,>16.175,99.990,0.620,0.260,V
2456916.73511,2014-09-16.2315225,bf,1.73,16.565,>16.565,99.990,0.362,0.182,V
2456916.73659,2014-09-16.2330004,bf,1.45,16.410,16.399,0.217,1.058,0.209,V
2456920.76172,2014-09-20.2579212,bf,1.45,17.265,>17.265,99.990,0.384,0.095,V
2456920.76318,2014-09-20.2593789,bf,1.39,17.240,>17.240,99.990,0.410,0.097,V
2456923.02095,2014-09-22.5170503,bb,1.73,17.109,16.868,0.175,0.686,0.110,V
2456923.02373,2014-09-22.5198304,bb,1.80,17.220,16.681,0.133,0.816,0.099,V
2456924.76490,2014-09-24.2609141,bf,1.47,17.355,17.285,0.205,0.468,0.088,V
2456924.76643,2014-09-24.2624401,bf,1.43,17.376,17.229,0.191,0.493,0.086,V
2456932.00320,2014-10-01.4989053,bb,1.99,17.167,16.742,0.148,0.771,0.104,V
2456932.00470,2014-10-01.5004126,bb,2.01,17.353,16.912,0.146,0.659,0.088,V
2456932.99328,2014-10-02.4889513,bb,2.14,17.060,16.605,0.144,0.876,0.115,V
2456932.99477,2014-10-02.4904434,bb,2.12,17.118,16.799,0.163,0.732,0.109,V
2456935.99358,2014-10-05.4891402,bb,1.67,16.507,>16.507,99.990,0.410,0.192,V
2456935.99498,2014-10-05.4905454,bb,1.71,16.575,>16.575,99.990,0.533,0.180,V
2456946.71654,2014-10-16.2118237,bf,1.50,15.221,>15.221,99.990,1.014,0.626,V
2456946.71825,2014-10-16.2135280,bf,1.43,15.031,>15.031,99.990,0.370,0.745,V
2456948.71873,2014-10-18.2139699,bf,1.50,17.254,16.831,0.148,0.710,0.096,V
2456948.72016,2014-10-18.2154071,bf,1.57,17.252,>17.252,99.990,0.397,0.096,V
2456953.71734,2014-10-23.2125160,bf,1.57,16.182,>16.182,99.990,1.258,0.258,V
2456953.71884,2014-10-23.2140120,bf,1.46,16.703,>16.703,99.990,0.333,0.160,V
2456958.70086,2014-10-28.1960479,bf,1.75,17.148,17.031,0.197,0.591,0.106,V
2456958.70279,2014-10-28.1979666,bf,1.59,17.035,16.608,0.148,0.872,0.118,V
2456967.69552,2014-11-06.1906760,bf,1.56,16.002,>16.002,99.990,0.409,0.305,V
2456967.69695,2014-11-06.1921035,bf,1.50,16.223,>16.223,99.990,0.510,0.249,V
2456970.92882,2014-11-09.4240079,bb,1.98,16.188,>16.188,99.990,0.798,0.257,V
2456970.93021,2014-11-09.4254018,bb,1.85,16.193,>16.193,99.990,0.798,0.256,V
2456971.91884,2014-11-10.4140414,bb,1.82,16.547,>16.547,99.990,0.814,0.185,V
2456971.92034,2014-11-10.4155399,bb,1.73,16.462,16.209,0.174,1.260,0.200,V
2456973.92016,2014-11-12.4153924,bb,1.76,16.812,>16.812,99.990,0.689,0.145,V
2456973.92159,2014-11-12.4168284,bb,1.70,16.880,16.734,0.192,0.777,0.136,V
2456978.66449,2014-11-17.1598276,bf,1.49,17.193,16.931,0.172,0.648,0.102,V
2456978.66593,2014-11-17.1612565,bf,1.50,17.320,>17.320,99.990,0.355,0.091,V
2456979.84967,2014-11-18.3450246,bb,2.09,17.213,16.810,0.151,0.724,0.100,V
2456979.85113,2014-11-18.3464863,bb,2.02,17.276,16.613,0.119,0.869,0.094,V
2456980.86362,2014-11-19.3589986,bb,2.13,17.216,>17.216,99.990,0.192,0.100,V
2456980.86600,2014-11-19.3613804,bb,2.10,17.164,17.132,0.213,0.539,0.105,V
2456981.85955,2014-11-20.3549554,bb,1.76,17.172,16.686,0.140,0.812,0.104,V
2456982.85002,2014-11-21.3454577,bb,1.92,15.789,>15.789,99.990,0.277,0.371,V
2456982.85146,2014-11-21.3468971,bb,1.66,16.604,>16.604,99.990,0.648,0.175,V
2456984.84339,2014-11-23.3388957,bb,1.65,17.142,>17.142,99.990,0.510,0.107,V
2456984.84486,2014-11-23.3403562,bb,1.69,17.097,17.047,0.209,0.582,0.111,V
2456985.90144,2014-11-24.3969739,bb,1.68,17.302,17.237,0.206,0.489,0.092,V
2456985.90286,2014-11-24.3983972,bb,1.67,17.317,17.069,0.174,0.570,0.091,V
2456988.89140,2014-11-27.3870267,bb,1.84,17.236,16.893,0.160,0.671,0.098,V
2456988.89280,2014-11-27.3884635,bb,1.77,17.129,16.850,0.169,0.698,0.108,V
2456990.89678,2014-11-29.3924877,bb,1.72,16.968,>16.968,99.990,0.503,0.125,V
2456990.89826,2014-11-29.3939694,bb,1.68,17.058,16.725,0.161,0.783,0.115,V
2456993.86901,2014-12-02.3648339,bb,1.71,16.489,>16.489,99.990,0.759,0.195,V
2456993.87051,2014-12-02.3663532,bb,1.75,16.492,>16.492,99.990,0.775,0.194,V
2457000.56077,2014-12-09.0569006,bf,1.55,17.070,16.884,0.184,0.677,0.114,V
2457000.56219,2014-12-09.0583180,bf,1.60,17.035,16.836,0.182,0.707,0.118,V
2457001.86914,2014-12-10.3653289,bb,1.73,16.606,>16.606,99.990,0.557,0.175,V
2457001.87053,2014-12-10.3667273,bb,1.80,16.661,>16.661,99.990,0.646,0.166,V
2457003.85303,2014-12-12.3493380,bb,1.99,17.174,17.042,0.194,0.585,0.104,V
2457003.85445,2014-12-12.3507421,bb,2.00,17.372,17.129,0.175,0.540,0.086,V
2457005.85118,2014-12-14.3475846,bb,2.30,16.274,>16.274,99.990,0.892,0.237,V
2457007.62760,2014-12-16.1241037,bf,1.55,17.226,17.008,0.179,0.604,0.099,V
2457007.62903,2014-12-16.1255320,bf,1.48,17.290,17.277,0.217,0.471,0.093,V
2457010.62707,2014-12-19.1237451,bf,1.46,17.207,16.856,0.158,0.694,0.100,V
2457010.62849,2014-12-19.1251642,bf,1.43,17.245,>17.245,99.990,0.472,0.097,V
2457015.62093,2014-12-24.1179157,bf,1.51,17.092,>17.092,99.990,0.524,0.112,V
2457015.62239,2014-12-24.1193640,bf,1.51,17.243,17.023,0.179,0.595,0.097,V
2457019.61997,2014-12-28.1172133,bf,1.62,17.092,16.749,0.160,0.766,0.112,V
2457019.62139,2014-12-28.1186254,bf,1.58,17.033,16.671,0.157,0.823,0.118,V
2457024.81463,2015-01-02.3122260,bb,1.81,16.307,>16.307,99.990,-0.002,0.230,V
2457024.81653,2015-01-02.3141251,bb,1.80,16.279,>16.279,99.990,0.568,0.236,V
2457029.59361,2015-01-07.0915421,bf,1.61,16.521,>16.521,99.990,0.755,0.189,V
2457029.59508,2015-01-07.0930149,bf,1.56,16.457,>16.457,99.990,0.681,0.200,V
2457031.68780,2015-01-09.1858961,bf,1.67,16.525,>16.525,99.990,0.657,0.188,V
2457031.68923,2015-01-09.1873174,bf,1.72,16.412,>16.412,99.990,0.878,0.209,V
2457032.73492,2015-01-10.2330865,bb,1.77,17.380,17.012,0.156,0.602,0.086,V
2457032.73634,2015-01-10.2345071,bb,1.81,17.314,17.002,0.164,0.607,0.091,V
2457035.58725,2015-01-13.0856337,bf,1.55,17.240,16.795,0.145,0.734,0.098,V
2457035.58872,2015-01-13.0871013,bf,1.64,17.217,16.630,0.127,0.855,0.100,V
2457038.74896,2015-01-16.2475773,bb,1.67,17.193,17.154,0.211,0.528,0.102,V
2457038.75037,2015-01-16.2489945,bb,1.69,17.153,16.765,0.153,0.756,0.106,V
2457042.57917,2015-01-20.0780925,bf,1.49,17.261,>17.261,99.990,0.448,0.096,V
2457042.58060,2015-01-20.0795223,bf,1.52,17.301,17.058,0.175,0.576,0.092,V
2457045.76123,2015-01-23.2603937,bb,1.64,17.271,16.977,0.167,0.621,0.095,V
2457045.76263,2015-01-23.2617986,bb,1.60,17.167,>17.167,99.990,0.492,0.104,V
2457052.56462,2015-01-30.0643228,bf,1.68,16.549,>16.549,99.990,0.818,0.184,V
2457052.56605,2015-01-30.0657475,bf,1.51,16.451,16.248,0.182,1.216,0.202,V
2457056.55535,2015-02-03.0553635,bf,1.65,16.301,>16.301,99.990,0.746,0.231,V
2457056.55676,2015-02-03.0567770,bf,1.60,16.343,>16.343,99.990,0.175,0.223,V
2457062.55365,2015-02-09.0541303,bf,1.68,17.132,16.617,0.136,0.865,0.108,V
2457064.59188,2015-02-11.0925145,bf,1.52,17.065,>17.065,99.990,0.394,0.115,V
2457064.59332,2015-02-11.0939546,bf,1.43,16.881,>16.881,99.990,0.488,0.136,V
2457069.53311,2015-02-16.0341208,bf,1.81,16.918,>16.918,99.990,0.560,0.131,V
2457069.53454,2015-02-16.0355488,bf,1.60,17.003,>17.003,99.990,0.602,0.121,V
2457073.57056,2015-02-20.0718627,bf,1.48,16.888,>16.888,99.990,0.385,0.135,V
2457073.57199,2015-02-20.0732930,bf,1.68,16.637,>16.637,99.990,0.666,0.170,V
2457080.50931,2015-02-27.0111067,bf,1.63,16.472,>16.472,99.990,0.852,0.198,V
2457080.51073,2015-02-27.0125259,bf,1.56,16.370,>16.370,99.990,0.904,0.217,V
2457085.50601,2015-03-04.0081332,bf,1.57,16.044,>16.044,99.990,0.056,0.293,V
2457085.50746,2015-03-04.0095850,bf,1.71,16.255,>16.255,99.990,0.063,0.242,V
2457090.49502,2015-03-08.9974567,bf,2.17,15.625,>15.625,99.990,-0.159,0.432,V
2457090.49640,2015-03-08.9988464,bf,2.01,15.789,>15.789,99.990,0.923,0.371,V
2457183.94045,2015-06-10.4439090,bf,1.51,15.954,>15.954,99.990,-0.405,0.319,V
2457183.94194,2015-06-10.4453953,bf,1.54,15.819,>15.819,99.990,0.486,0.361,V
2457184.94643,2015-06-11.4498370,bf,1.95,99.990,99.990,99.990,99.990,99.990,V
2457191.93367,2015-06-18.4367008,bf,1.50,16.868,16.860,0.217,0.692,0.137,V
2457191.93509,2015-06-18.4381207,bf,1.52,16.697,>16.697,99.990,0.698,0.161,V
2457195.92726,2015-06-22.4300630,bf,1.31,14.766,>14.766,99.990,-0.427,0.952,V
2457197.92060,2015-06-24.4232789,bf,1.42,17.091,>17.091,99.990,0.311,0.112,V
2457197.92200,2015-06-24.4246822,bf,1.62,17.029,>17.029,99.990,0.566,0.118,V
2457204.91666,2015-07-01.4188922,bf,1.60,16.234,>16.234,99.990,0.544,0.246,V
2457204.91807,2015-07-01.4203017,bf,1.63,16.364,>16.364,99.990,0.848,0.218,V
2457218.89759,2015-07-15.3988435,bf,1.43,17.055,>17.055,99.990,0.543,0.116,V
2457218.89899,2015-07-15.4002449,bf,1.44,17.119,>17.119,99.990,0.054,0.109,V
2457219.87760,2015-07-16.3787793,bf,2.12,17.008,>17.008,99.990,0.489,0.121,V
2457219.87902,2015-07-16.3801954,bf,2.12,16.908,>16.908,99.990,0.622,0.132,V
2457220.89231,2015-07-17.3934163,bf,2.49,17.147,16.672,0.142,0.822,0.106,V
2457220.89372,2015-07-17.3948214,bf,2.16,17.016,16.746,0.171,0.769,0.120,V
2457221.88983,2015-07-18.3908555,bf,1.42,17.029,>17.029,99.990,0.549,0.118,V
2457221.89122,2015-07-18.3922585,bf,1.41,17.110,>17.110,99.990,0.428,0.110,V
2457222.88698,2015-07-19.3879326,bh,1.67,16.614,>16.614,99.990,0.447,0.174,V
2457222.88839,2015-07-19.3893503,bh,1.53,17.054,16.915,0.193,0.658,0.116,V
2457223.90046,2015-07-20.4013408,bf,1.75,17.114,16.817,0.167,0.719,0.109,V
2457225.84103,2015-07-22.3417714,bh,1.92,14.806,>14.806,99.990,-0.525,0.917,V
2457225.84233,2015-07-22.3430609,bh,1.99,99.990,99.990,99.990,99.990,99.990,V
2457226.82671,2015-07-23.3273769,bh,1.53,17.150,>17.150,99.990,0.391,0.106,V
2457226.82801,2015-07-23.3286668,bh,1.50,17.052,>17.052,99.990,0.473,0.116,V
2457232.82310,2015-07-29.3233120,bf,1.48,15.364,>15.364,99.990,1.459,0.549,V
2457232.82440,2015-07-29.3246082,bf,1.42,16.049,>16.049,99.990,0.518,0.292,V
2457233.82092,2015-07-30.3210530,bf,1.79,16.247,>16.247,99.990,0.558,0.243,V
2457233.82221,2015-07-30.3223414,bf,1.77,16.075,>16.075,99.990,0.612,0.285,V
2457234.81082,2015-07-31.3108782,bh,1.64,15.927,>15.927,99.990,0.541,0.327,V
2457234.81211,2015-07-31.3121637,bh,1.62,15.988,>15.988,99.990,0.333,0.309,V
2457235.83760,2015-08-01.3375760,bh,1.41,16.112,>16.112,99.990,0.075,0.276,V
2457235.83890,2015-08-01.3388780,bh,1.37,16.198,>16.198,99.990,0.347,0.255,V
2457243.13105,2015-08-08.6304711,bb,1.73,16.441,>16.441,99.990,0.772,0.203,V
2457243.13253,2015-08-08.6319513,bb,1.82,16.152,>16.152,99.990,0.613,0.265,V
2457247.13822,2015-08-12.6373386,bb,1.74,15.916,>15.916,99.990,-0.253,0.330,V
2457247.78624,2015-08-13.2853092,bf,1.91,17.034,16.671,0.157,0.823,0.118,V
2457247.78754,2015-08-13.2866093,bf,1.85,17.006,>17.006,99.990,0.537,0.121,V
2457248.11444,2015-08-13.6134895,bb,1.63,17.270,17.117,0.190,0.546,0.095,V
2457248.11591,2015-08-13.6149605,bb,1.69,17.212,17.178,0.212,0.516,0.100,V
2457249.76203,2015-08-15.2609607,bh,1.41,17.082,>17.082,99.990,0.434,0.113,V
2457249.76332,2015-08-15.2622521,bh,1.36,17.089,>17.089,99.990,0.514,0.112,V
2457250.77617,2015-08-16.2750233,bf,1.58,15.916,>15.916,99.990,0.402,0.330,V
2457250.77747,2015-08-16.2763238,bf,1.43,16.018,>16.018,99.990,0.236,0.300,V
2457251.77391,2015-08-17.2726898,bf,1.46,17.026,17.015,0.217,0.600,0.119,V
2457251.77522,2015-08-17.2739997,bf,1.50,16.979,>16.979,99.990,0.555,0.124,V
2457252.79160,2015-08-18.2903063,bh,1.43,17.227,16.893,0.161,0.671,0.099,V
2457252.79302,2015-08-18.2917201,bh,1.47,17.273,16.978,0.167,0.620,0.095,V
2457255.76713,2015-08-21.2656152,bf,1.61,16.490,16.442,0.210,1.016,0.194,V
2457255.76843,2015-08-21.2669207,bf,1.76,16.498,>16.498,99.990,0.419,0.193,V
2457255.76972,2015-08-21.2682093,bf,1.53,16.131,>16.131,99.990,0.220,0.271,V
2457256.76325,2015-08-22.2616712,bf,2.17,17.039,>17.039,99.990,0.366,0.117,V
2457256.76454,2015-08-22.2629562,bf,2.14,17.000,>17.000,99.990,0.394,0.122,V
2457256.76583,2015-08-22.2642510,bf,2.12,16.916,16.513,0.151,0.952,0.131,V
2457258.74446,2015-08-24.2427439,bh,1.77,16.657,>16.657,99.990,0.724,0.167,V
2457258.74579,2015-08-24.2440613,bh,1.73,16.851,>16.851,99.990,0.512,0.140,V
2457258.74708,2015-08-24.2453550,bh,1.83,16.829,>16.829,99.990,0.533,0.142,V
2457261.85657,2015-08-27.3546297,bf,1.54,16.580,>16.580,99.990,0.734,0.179,V
2457264.08978,2015-08-29.5876917,bb,1.67,16.047,>16.047,99.990,0.051,0.292,V
2457264.09103,2015-08-29.5889434,bb,1.72,16.026,>16.026,99.990,0.883,0.298,V
2457264.09229,2015-08-29.5901978,bb,1.71,16.032,>16.032,99.990,1.409,0.297,V
2457267.85428,2015-09-02.3519417,bh,1.32,16.324,>16.324,99.990,0.293,0.227,V
2457267.85522,2015-09-02.3528846,bh,1.29,16.263,>16.263,99.990,1.180,0.240,V
2457267.85617,2015-09-02.3538285,bh,1.31,16.304,>16.304,99.990,0.605,0.231,V
2457268.73313,2015-09-03.2307346,bf,1.40,15.936,>15.936,99.990,0.701,0.324,V
2457268.73408,2015-09-03.2316862,bf,1.37,15.899,>15.899,99.990,0.743,0.335,V
2457268.73505,2015-09-03.2326486,bf,1.38,15.998,>15.998,99.990,0.439,0.306,V
2457270.79660,2015-09-05.2940728,bh,1.33,16.717,>16.717,99.990,0.430,0.158,V
2457270.79754,2015-09-05.2950127,bh,1.34,16.557,>16.557,99.990,0.277,0.183,V
2457270.79848,2015-09-05.2959554,bh,1.33,16.745,>16.745,99.990,0.555,0.154,V
2457273.71710,2015-09-08.2143920,bf,1.51,17.023,16.871,0.190,0.685,0.119,V
2457273.71839,2015-09-08.2156858,bf,1.55,16.972,16.854,0.196,0.695,0.125,V
2457273.71968,2015-09-08.2169712,bf,1.46,17.158,>17.158,99.990,0.334,0.105,V
2457276.79028,2015-09-11.2873848,bf,1.49,99.990,99.990,99.990,99.990,99.990,V
2457276.79121,2015-09-11.2883178,bf,1.49,99.990,99.990,99.990,99.990,99.990,V
2457276.79215,2015-09-11.2892584,bf,1.49,99.990,99.990,99.990,99.990,99.990,V
2457277.71343,2015-09-12.2104798,bf,1.39,16.810,>16.810,99.990,0.212,0.145,V
2457277.71439,2015-09-12.2114391,bf,1.40,16.669,>16.669,99.990,0.428,0.165,V
2457277.71534,2015-09-12.2123894,bf,1.37,16.704,>16.704,99.990,0.401,0.160,V
2457278.70791,2015-09-13.2049052,bf,1.47,16.792,>16.792,99.990,0.322,0.147,V
2457278.70887,2015-09-13.2058628,bf,1.44,16.735,>16.735,99.990,0.579,0.155,V
2457278.70982,2015-09-13.2068228,bf,1.42,16.786,>16.786,99.990,0.462,0.148,V
2457282.72690,2015-09-17.2236795,bf,1.63,16.728,16.584,0.192,0.891,0.156,V
2457282.72786,2015-09-17.2246335,bf,1.46,16.781,>16.781,99.990,0.488,0.149,V
2457282.72881,2015-09-17.2255887,bf,1.56,16.665,16.640,0.214,0.847,0.166,V
2457283.81619,2015-09-18.3129101,bf,1.52,16.844,>16.844,99.990,0.563,0.140,V
2457283.81721,2015-09-18.3139329,bf,1.55,16.764,>16.764,99.990,0.189,0.151,V
2457283.81821,2015-09-18.3149310,bf,1.47,16.819,>16.819,99.990,0.273,0.144,V
2457286.69697,2015-09-21.1935425,bf,1.56,16.735,>16.735,99.990,0.309,0.155,V
2457286.69798,2015-09-21.1945539,bf,1.51,16.677,16.674,0.219,0.821,0.164,V
2457286.69897,2015-09-21.1955417,bf,1.69,16.730,16.596,0.194,0.882,0.156,V
2457287.83668,2015-09-22.3331989,bf,1.38,16.792,>16.792,99.990,0.655,0.147,V
2457287.83761,2015-09-22.3341277,bf,1.40,16.826,>16.826,99.990,0.505,0.143,V
2457287.83855,2015-09-22.3350657,bf,1.39,16.785,>16.785,99.990,0.441,0.148,V
2457288.69618,2015-09-23.1926585,bf,1.43,16.687,16.586,0.199,0.891,0.162,V
2457288.69746,2015-09-23.1939370,bf,1.45,16.599,>16.599,99.990,0.822,0.176,V
2457288.69873,2015-09-23.1952106,bf,1.46,16.621,>16.621,99.990,0.854,0.172,V
2457291.76226,2015-09-26.2585980,bf,1.50,16.445,>16.445,99.990,0.223,0.203,V
2457291.76353,2015-09-26.2598734,bf,1.53,16.232,>16.232,99.990,0.944,0.247,V
2457291.76482,2015-09-26.2611542,bf,1.51,16.326,>16.326,99.990,0.486,0.226,V
2457293.66805,2015-09-28.1643063,bf,1.45,16.441,>16.441,99.990,0.778,0.203,V
2457293.66932,2015-09-28.1655814,bf,1.51,16.432,>16.432,99.990,0.609,0.205,V
2457293.67060,2015-09-28.1668599,bf,1.51,16.396,>16.396,99.990,0.315,0.212,V
2457295.78343,2015-09-30.2795969,bf,1.53,15.742,>15.742,99.990,0.674,0.387,V
2457295.78470,2015-09-30.2808773,bf,1.45,15.835,>15.835,99.990,0.658,0.356,V
2457295.78599,2015-09-30.2821587,bf,1.53,15.817,>15.817,99.990,1.282,0.361,V
2457297.83042,2015-10-02.3265091,bf,1.56,16.463,>16.463,99.990,0.391,0.199,V
2457298.82289,2015-10-03.3189449,bf,1.48,16.661,>16.661,99.990,0.435,0.166,V
2457298.82418,2015-10-03.3202311,bf,1.53,16.778,16.729,0.210,0.780,0.149,V
2457298.82547,2015-10-03.3215252,bf,1.53,16.643,>16.643,99.990,0.448,0.169,V
2457299.84559,2015-10-04.3416046,bf,1.47,16.309,>16.309,99.990,0.641,0.230,V
2457299.84688,2015-10-04.3428966,bf,1.45,16.108,>16.108,99.990,0.605,0.277,V
2457299.84817,2015-10-04.3441962,bf,1.49,15.983,>15.983,99.990,0.941,0.310,V
2457301.80116,2015-10-06.2971141,bf,1.41,15.900,>15.900,99.990,0.276,0.335,V
