HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2458732.88421,2019-09-06.3816137,bj,1.63,15.999,>15.999,99.990,-0.061,0.289,g
2458734.50391,2019-09-08.0012209,bn,1.57,17.080,>17.080,99.990,0.443,0.107,g
2458734.50514,2019-09-08.0024394,bn,1.55,17.168,>17.168,99.990,0.075,0.099,g
2458734.50639,2019-09-08.0036983,bn,1.57,17.156,16.894,0.172,0.634,0.100,g
2458734.88319,2019-09-08.3804737,bj,1.58,17.384,17.099,0.168,0.525,0.081,g
2458734.88442,2019-09-08.3816938,bj,1.64,17.541,17.463,0.204,0.376,0.070,g
2458734.88563,2019-09-08.3829131,bj,1.59,17.394,16.931,0.143,0.613,0.080,g
2458736.65881,2019-09-10.1559807,bn,1.54,16.802,>16.802,99.990,0.334,0.138,g
2458736.66029,2019-09-10.1574581,bn,1.53,16.831,>16.831,99.990,0.299,0.134,g
2458738.86743,2019-09-12.3644777,bF,1.51,16.795,>16.795,99.990,0.342,0.139,g
2458738.86870,2019-09-12.3657534,bF,1.52,16.880,>16.880,99.990,0.535,0.129,g
2458738.86997,2019-09-12.3670195,bF,1.52,16.879,>16.879,99.990,0.377,0.129,g
2458739.72991,2019-09-13.2269020,bF,1.59,16.031,>16.031,99.990,0.439,0.281,g
2458739.73117,2019-09-13.2281651,bF,1.63,16.272,>16.272,99.990,0.846,0.225,g
2458739.73244,2019-09-13.2294406,bF,1.58,16.268,>16.268,99.990,0.406,0.226,g
2458740.72292,2019-09-14.2198741,bj,1.53,15.997,>15.997,99.990,0.760,0.290,g
2458740.72415,2019-09-14.2210932,bj,1.59,16.038,>16.038,99.990,-0.131,0.279,g
2458740.72538,2019-09-14.2223228,bj,1.70,15.933,>15.933,99.990,0.259,0.307,g
2458741.79031,2019-09-15.2871975,bj,1.55,16.204,>16.204,99.990,0.296,0.240,g
2458741.79153,2019-09-15.2884200,bj,1.57,16.250,>16.250,99.990,0.183,0.230,g
2458741.79276,2019-09-15.2896434,bj,1.59,16.282,>16.282,99.990,0.762,0.223,g
2458744.04865,2019-09-17.5454050,bB,1.68,16.568,>16.568,99.990,0.753,0.171,g
2458744.04994,2019-09-17.5466950,bB,1.65,16.727,>16.727,99.990,0.587,0.148,g
2458744.05122,2019-09-17.5479805,bB,1.75,16.797,16.562,0.177,0.861,0.139,g
2458744.75482,2019-09-18.2515466,bj,1.57,16.448,>16.448,99.990,0.359,0.191,g
2458744.75604,2019-09-18.2527682,bj,1.55,16.427,>16.427,99.990,0.286,0.195,g
2458744.75726,2019-09-18.2539935,bj,1.57,16.628,>16.628,99.990,0.290,0.162,g
2458745.07852,2019-09-18.5752212,bB,1.69,16.821,>16.821,99.990,0.312,0.136,g
2458745.07980,2019-09-18.5765100,bB,1.73,16.777,>16.777,99.990,0.382,0.141,g
2458745.08109,2019-09-18.5777986,bB,1.70,16.769,>16.769,99.990,0.326,0.142,g
2458747.56192,2019-09-21.0585019,bn,1.50,16.473,>16.473,99.990,0.436,0.187,g
2458747.56312,2019-09-21.0597049,bn,1.54,16.504,>16.504,99.990,0.413,0.182,g
2458747.56433,2019-09-21.0609135,bn,1.48,16.694,>16.694,99.990,0.280,0.153,g
2458747.82861,2019-09-21.3251732,bj,1.64,17.060,>17.060,99.990,0.402,0.109,g
2458747.82983,2019-09-21.3264041,bj,1.60,16.939,>16.939,99.990,0.503,0.122,g
2458747.83105,2019-09-21.3276269,bj,1.61,17.133,16.925,0.181,0.616,0.102,g
2458748.70684,2019-09-22.2033755,bj,1.66,17.567,17.319,0.174,0.429,0.068,g
2458748.70806,2019-09-22.2045877,bj,1.58,17.424,17.241,0.185,0.461,0.078,g
2458749.76106,2019-09-23.2575392,bj,1.58,17.582,17.429,0.190,0.388,0.067,g
2458749.76228,2019-09-23.2587547,bj,1.59,17.475,17.091,0.154,0.530,0.074,g
2458749.76349,2019-09-23.2599725,bj,1.59,17.587,17.540,0.210,0.350,0.067,g
2458749.92964,2019-09-23.4261017,br,1.33,99.990,99.990,99.990,99.990,99.990,g
2458749.93085,2019-09-23.4273199,br,1.66,99.990,99.990,99.990,99.990,99.990,g
2458749.93207,2019-09-23.4285369,br,1.71,99.990,99.990,99.990,99.990,99.990,g
2458750.49549,2019-09-23.9919325,bn,1.51,17.744,17.214,0.134,0.473,0.058,g
2458750.49671,2019-09-23.9931445,bn,1.48,17.820,17.531,0.168,0.353,0.054,g
2458750.93972,2019-09-24.4361440,br,1.41,99.990,99.990,99.990,99.990,99.990,g
2458750.94093,2019-09-24.4373574,br,1.40,99.990,99.990,99.990,99.990,99.990,g
2458750.94214,2019-09-24.4385648,br,1.42,99.990,99.990,99.990,99.990,99.990,g
2458751.85325,2019-09-25.3496269,bF,1.57,17.718,17.433,0.168,0.386,0.059,g
2458751.85452,2019-09-25.3508991,bF,1.53,17.616,17.153,0.143,0.500,0.065,g
2458751.85578,2019-09-25.3521619,bF,1.57,17.634,17.416,0.179,0.392,0.064,g
2458752.84365,2019-09-26.3399871,br,1.44,99.990,99.990,99.990,99.990,99.990,g
2458752.84487,2019-09-26.3412039,br,1.43,17.294,>17.294,99.990,0.354,0.088,g
2458752.84608,2019-09-26.3424219,br,1.48,17.271,16.792,0.141,0.697,0.090,g
2458753.75074,2019-09-27.2470354,bj,1.56,17.646,>17.646,99.990,0.237,0.063,g
2458753.75196,2019-09-27.2482579,bj,1.52,17.412,>17.412,99.990,0.225,0.079,g
2458754.49757,2019-09-27.9938317,bn,1.49,17.673,17.592,0.203,0.334,0.062,g
2458754.49877,2019-09-27.9950416,bn,1.50,99.990,99.990,99.990,99.990,99.990,g
2458754.90211,2019-09-28.3983541,br,1.42,99.990,99.990,99.990,99.990,99.990,g
2458754.90331,2019-09-28.3995640,br,1.44,16.959,16.847,0.198,0.663,0.120,g
2458754.90453,2019-09-28.4007805,br,1.42,16.520,>16.520,99.990,0.535,0.179,g
2458755.66780,2019-09-29.1640163,bF,1.51,17.680,>17.680,99.990,0.233,0.062,g
2458755.66906,2019-09-29.1652732,bF,1.52,17.780,17.337,0.146,0.422,0.056,g
2458755.67032,2019-09-29.1665429,bF,1.50,17.595,17.288,0.165,0.441,0.067,g
2458757.66585,2019-10-01.1619959,bj,1.67,17.121,>17.121,99.990,0.365,0.103,g
2458757.66707,2019-10-01.1632138,bj,1.57,17.250,>17.250,99.990,0.295,0.091,g
2458757.66829,2019-10-01.1644319,bj,1.58,17.307,17.284,0.214,0.443,0.087,g
2458758.05313,2019-10-01.5492512,bB,2.05,17.923,17.150,0.107,0.501,0.049,g
2458758.05443,2019-10-01.5505523,bB,2.06,17.836,17.373,0.143,0.408,0.053,g
2458758.05571,2019-10-01.5518372,bB,2.04,17.921,17.093,0.102,0.528,0.049,g
2458760.51311,2019-10-04.0091365,bn,1.54,17.692,17.386,0.165,0.403,0.061,g
2458760.51433,2019-10-04.0103763,bn,1.52,17.773,17.558,0.180,0.344,0.056,g
2458760.51554,2019-10-04.0115769,bn,1.53,17.742,17.099,0.121,0.525,0.058,g
2458761.46310,2019-10-04.9591025,bn,1.46,99.990,99.990,99.990,99.990,99.990,g
2458761.70289,2019-10-05.1988856,bF,1.52,17.415,17.185,0.177,0.485,0.079,g
2458761.70542,2019-10-05.2014148,bF,1.50,17.526,17.465,0.207,0.375,0.071,g
2458763.77331,2019-10-07.2692357,bF,1.46,17.481,17.451,0.213,0.380,0.074,g
2458763.77458,2019-10-07.2705039,bF,1.48,17.520,17.279,0.175,0.445,0.071,g
2458763.77585,2019-10-07.2717778,bF,1.43,17.550,17.409,0.192,0.395,0.069,g
2458764.68833,2019-10-08.1842248,bj,1.58,17.020,>17.020,99.990,0.098,0.113,g
2458764.68955,2019-10-08.1854460,bj,1.55,16.886,>16.886,99.990,0.394,0.128,g
2458764.69076,2019-10-08.1866616,bj,1.56,16.848,>16.848,99.990,0.434,0.132,g
2458765.52308,2019-10-09.0189454,bn,1.48,16.799,>16.799,99.990,0.544,0.138,g
2458765.52428,2019-10-09.0201530,bn,1.47,17.059,>17.059,99.990,0.506,0.109,g
2458766.05834,2019-10-09.5541940,bB,2.03,17.871,17.220,0.120,0.470,0.052,g
2458766.84348,2019-10-10.3393195,br,1.42,16.262,>16.262,99.990,0.320,0.227,g
2458766.84470,2019-10-10.3405388,br,1.44,16.235,>16.235,99.990,0.372,0.233,g
2458766.84592,2019-10-10.3417513,br,1.42,16.257,>16.257,99.990,0.161,0.228,g
2458768.44897,2019-10-11.9447666,bn,1.53,16.268,>16.268,99.990,1.065,0.226,g
2458768.45019,2019-10-11.9459835,bn,1.52,16.257,>16.257,99.990,0.334,0.228,g
2458768.45140,2019-10-11.9471877,bn,1.52,16.182,>16.182,99.990,0.651,0.244,g
2458769.88283,2019-10-13.3785886,br,1.56,15.663,>15.663,99.990,0.501,0.394,g
2458769.88405,2019-10-13.3798054,br,1.52,15.771,15.388,0.154,2.539,0.357,g
2458769.88525,2019-10-13.3810122,br,1.58,15.927,>15.927,99.990,0.149,0.309,g
2458771.69489,2019-10-15.1906050,bj,1.63,16.035,>16.035,99.990,0.504,0.280,g
2458771.69610,2019-10-15.1918172,bj,1.59,15.972,>15.972,99.990,0.132,0.297,g
2458771.69732,2019-10-15.1930376,bj,1.65,16.130,>16.130,99.990,0.462,0.256,g
2458773.63903,2019-10-17.1347043,bF,1.65,16.561,>16.561,99.990,0.307,0.172,g
2458773.66380,2019-10-17.1594778,bF,1.60,16.557,16.524,0.213,0.892,0.173,g
2458773.66508,2019-10-17.1607516,bF,1.59,16.555,>16.555,99.990,0.775,0.173,g
2458773.66634,2019-10-17.1620144,bF,1.59,16.549,>16.549,99.990,0.689,0.174,g
2458774.56608,2019-10-18.0617444,bn,2.04,99.990,99.990,99.990,99.990,99.990,g
2458774.56810,2019-10-18.0637583,bn,1.71,14.374,>14.374,99.990,-0.192,1.292,g
2458774.68681,2019-10-18.1824791,bj,1.52,16.642,>16.642,99.990,0.526,0.160,g
2458774.68804,2019-10-18.1837047,bj,1.54,16.687,>16.687,99.990,0.082,0.154,g
2458774.68927,2019-10-18.1849281,bj,1.54,16.639,>16.639,99.990,0.621,0.161,g
2458775.00915,2019-10-18.5047922,bB,1.76,17.012,>17.012,99.990,0.281,0.114,g
2458775.01042,2019-10-18.5060726,bB,2.00,16.928,>16.928,99.990,0.158,0.123,g
2458775.01172,2019-10-18.5073652,bB,1.98,16.945,>16.945,99.990,0.180,0.121,g
2458775.62713,2019-10-19.1227728,bn,1.51,16.332,>16.332,99.990,0.188,0.213,g
2458775.62834,2019-10-19.1239798,bn,1.52,16.327,16.212,0.197,1.189,0.214,g
2458775.62955,2019-10-19.1251931,bn,1.51,16.035,>16.035,99.990,0.272,0.280,g
2458775.66924,2019-10-19.1648813,bj,1.63,17.062,>17.062,99.990,0.416,0.109,g
2458775.67045,2019-10-19.1660987,bj,1.62,17.058,>17.058,99.990,0.487,0.109,g
2458775.67167,2019-10-19.1673151,bj,1.56,17.069,16.975,0.201,0.589,0.108,g
2458775.99321,2019-10-19.4888405,bB,1.69,16.831,16.584,0.174,0.844,0.134,g
2458775.99449,2019-10-19.4901283,bB,1.77,16.675,>16.675,99.990,0.431,0.155,g
2458775.99578,2019-10-19.4914143,bB,2.01,16.620,>16.620,99.990,0.508,0.163,g
2458777.70174,2019-10-21.1973511,bF,1.52,17.607,17.231,0.155,0.465,0.066,g
2458777.70301,2019-10-21.1986143,bF,1.53,17.756,17.437,0.163,0.385,0.057,g
2458777.70427,2019-10-21.1998775,bF,1.52,17.635,17.254,0.154,0.456,0.064,g
2458777.86893,2019-10-21.3645430,br,1.48,17.068,17.016,0.209,0.567,0.108,g
2458777.87014,2019-10-21.3657552,br,1.44,16.815,>16.815,99.990,0.411,0.136,g
2458777.87136,2019-10-21.3669724,br,1.44,17.010,16.998,0.217,0.576,0.114,g
2458779.90936,2019-10-23.4049370,br,1.42,17.375,>17.375,99.990,0.283,0.081,g
2458779.91059,2019-10-23.4061687,br,1.44,17.286,17.154,0.194,0.499,0.088,g
2458779.91180,2019-10-23.4073855,br,1.41,17.230,>17.230,99.990,0.365,0.093,g
2458780.92434,2019-10-24.4199163,br,1.43,17.235,17.015,0.179,0.568,0.093,g
2458780.92555,2019-10-24.4211270,br,1.42,17.358,>17.358,99.990,0.379,0.083,g
2458780.92676,2019-10-24.4223440,br,1.41,17.292,>17.292,99.990,0.363,0.088,g
2458782.37645,2019-10-25.8720026,bn,1.69,17.766,17.354,0.150,0.415,0.057,g
2458782.89245,2019-10-26.3880072,br,1.50,17.470,>17.470,99.990,0.294,0.075,g
2458782.89367,2019-10-26.3892239,br,1.54,17.496,17.051,0.145,0.549,0.073,g
2458782.89489,2019-10-26.3904409,br,1.48,17.473,17.009,0.143,0.571,0.074,g
2458783.86584,2019-10-27.3613895,br,1.48,17.381,16.972,0.150,0.590,0.081,g
2458783.86704,2019-10-27.3625979,br,1.47,17.437,17.077,0.157,0.536,0.077,g
2458783.86826,2019-10-27.3638160,br,1.48,17.461,16.982,0.141,0.585,0.075,g
2458784.61129,2019-10-28.1068416,bj,1.52,16.778,>16.778,99.990,0.560,0.141,g
2458784.61251,2019-10-28.1080557,bj,1.56,15.843,>15.843,99.990,0.435,0.334,g
2458784.61372,2019-10-28.1092710,bj,1.55,17.080,>17.080,99.990,0.521,0.107,g
2458785.62089,2019-10-29.1164317,bj,1.60,17.385,17.380,0.218,0.406,0.081,g
2458785.62210,2019-10-29.1176472,bj,1.62,17.350,>17.350,99.990,0.410,0.083,g
2458785.62332,2019-10-29.1188663,bj,1.56,17.485,17.154,0.161,0.499,0.074,g
2458786.79267,2019-10-30.2882086,bF,1.55,16.519,>16.519,99.990,0.403,0.179,g
2458786.79394,2019-10-30.2894746,bF,1.47,17.013,>17.013,99.990,0.334,0.114,g
2458786.79520,2019-10-30.2907446,bF,1.51,16.727,>16.727,99.990,0.458,0.148,g
2458789.41935,2019-11-01.9148847,bn,1.51,17.781,17.103,0.117,0.524,0.056,g
2458789.42079,2019-11-01.9163302,bn,1.52,17.804,17.336,0.142,0.422,0.055,g
2458789.42200,2019-11-01.9175401,bn,1.50,17.721,17.560,0.189,0.344,0.059,g
2458789.85416,2019-11-02.3497097,br,1.67,17.470,17.181,0.168,0.487,0.075,g
2458789.85538,2019-11-02.3509244,br,1.75,17.449,16.823,0.123,0.678,0.076,g
2458790.33055,2019-11-02.8261023,bn,1.64,17.442,>17.442,99.990,0.046,0.077,g
2458790.33186,2019-11-02.8274138,bn,1.63,17.269,>17.269,99.990,0.400,0.090,g
2458790.33324,2019-11-02.8287876,bn,1.65,17.358,>17.358,99.990,0.333,0.083,g
2458791.31935,2019-11-03.8149018,bn,1.52,16.703,>16.703,99.990,0.320,0.151,g
2458791.32057,2019-11-03.8161186,bn,1.46,16.652,>16.652,99.990,0.393,0.159,g
2458791.32179,2019-11-03.8173354,bn,1.48,16.561,>16.561,99.990,0.195,0.173,g
2458791.75062,2019-11-04.2461725,bj,1.60,17.363,17.213,0.191,0.473,0.082,g
2458791.75183,2019-11-04.2473859,bj,1.56,17.418,>17.418,99.990,0.339,0.078,g
2458792.31665,2019-11-04.8122060,bn,1.46,16.714,>16.714,99.990,0.585,0.150,g
2458792.31788,2019-11-04.8134398,bn,1.49,16.818,>16.818,99.990,0.293,0.136,g
2458792.31911,2019-11-04.8146601,bn,1.45,16.902,>16.902,99.990,0.386,0.126,g
2458792.85885,2019-11-05.3544027,bF,1.62,17.452,17.190,0.172,0.483,0.076,g
2458793.57625,2019-11-06.0718208,bF,1.49,16.905,>16.905,99.990,0.131,0.126,g
2458793.57752,2019-11-06.0730826,bF,1.49,16.983,16.881,0.200,0.642,0.117,g
2458793.57879,2019-11-06.0743562,bF,1.48,16.944,>16.944,99.990,0.387,0.121,g
2458793.75540,2019-11-06.2509630,bF,1.53,17.413,17.401,0.217,0.398,0.079,g
2458793.75667,2019-11-06.2522383,bF,1.55,17.267,>17.267,99.990,0.360,0.090,g
2458793.75795,2019-11-06.2535143,bF,1.55,17.316,>17.316,99.990,0.404,0.086,g
2458794.90686,2019-11-07.4024348,bB,1.72,17.106,>17.106,99.990,0.176,0.104,g
2458794.90815,2019-11-07.4037237,bB,1.74,17.003,>17.003,99.990,0.442,0.115,g
2458794.90945,2019-11-07.4050190,bB,1.71,17.016,16.990,0.214,0.581,0.113,g
2458796.41878,2019-11-08.9143684,bn,1.57,16.608,>16.608,99.990,0.483,0.165,g
2458796.41999,2019-11-08.9155900,bn,1.53,16.676,>16.676,99.990,0.247,0.155,g
2458796.42121,2019-11-08.9168045,bn,1.56,16.598,>16.598,99.990,0.421,0.167,g
2458796.63534,2019-11-09.1309271,bj,1.56,16.328,>16.328,99.990,0.509,0.214,g
2458796.63656,2019-11-09.1321475,bj,1.57,16.467,>16.467,99.990,0.549,0.188,g
2458796.63777,2019-11-09.1333628,bj,1.48,16.276,>16.276,99.990,0.275,0.224,g
2458796.89846,2019-11-09.3940533,bB,1.98,16.552,>16.552,99.990,0.770,0.174,g
2458796.89975,2019-11-09.3953416,bB,2.00,16.615,16.500,0.197,0.912,0.164,g
2458796.90104,2019-11-09.3966336,bB,2.05,16.439,>16.439,99.990,0.225,0.193,g
2458797.59704,2019-11-10.0926402,bj,1.53,16.354,>16.354,99.990,0.963,0.209,g
2458797.59825,2019-11-10.0938556,bj,1.60,16.085,>16.085,99.990,0.085,0.267,g
2458797.59947,2019-11-10.0950768,bj,1.55,16.118,>16.118,99.990,0.611,0.259,g
2458799.82182,2019-11-12.3174568,bj,1.59,15.821,>15.821,99.990,0.385,0.341,g
2458801.63440,2019-11-14.1300635,bj,1.57,16.142,>16.142,99.990,-0.224,0.254,g
2458801.63562,2019-11-14.1312849,bj,1.57,16.084,>16.084,99.990,0.653,0.268,g
2458801.63683,2019-11-14.1324957,bj,1.59,16.064,>16.064,99.990,0.416,0.273,g
2458801.93235,2019-11-14.4280238,bB,2.14,16.439,>16.439,99.990,0.684,0.193,g
2458801.93365,2019-11-14.4293229,bB,2.16,16.636,>16.636,99.990,0.652,0.161,g
2458802.65553,2019-11-15.1512185,bj,1.53,16.317,>16.317,99.990,0.442,0.216,g
2458803.58782,2019-11-16.0835172,bn,1.54,16.470,>16.470,99.990,0.631,0.188,g
2458803.58902,2019-11-16.0847245,bn,1.62,16.508,>16.508,99.990,0.697,0.181,g
2458803.59023,2019-11-16.0859328,bn,1.58,16.475,>16.475,99.990,0.417,0.187,g
2458803.67388,2019-11-16.1695879,bj,1.61,16.813,>16.813,99.990,0.414,0.137,g
2458803.67510,2019-11-16.1708091,bj,1.57,16.654,>16.654,99.990,0.535,0.158,g
2458803.67632,2019-11-16.1720269,bj,1.63,16.771,>16.771,99.990,0.190,0.142,g
2458804.58621,2019-11-17.0819450,bj,1.53,17.348,17.167,0.185,0.494,0.084,g
2458804.58743,2019-11-17.0831665,bj,1.59,99.990,99.990,99.990,99.990,99.990,g
2458804.58867,2019-11-17.0844042,bj,1.58,17.402,17.063,0.160,0.543,0.080,g
2458804.94241,2019-11-17.4381457,bB,1.99,17.209,16.741,0.142,0.731,0.095,g
2458804.94370,2019-11-17.4394380,bB,1.99,17.269,>17.269,99.990,0.429,0.090,g
2458804.94499,2019-11-17.4407255,bB,1.98,16.972,>16.972,99.990,0.479,0.118,g
2458807.67648,2019-11-20.1722799,bj,1.54,17.381,>17.381,99.990,0.398,0.081,g
2458807.67770,2019-11-20.1735046,bj,1.52,17.563,17.391,0.187,0.401,0.069,g
2458807.67891,2019-11-20.1747240,bj,1.55,17.464,>17.464,99.990,0.238,0.075,g
2458808.74524,2019-11-21.2410770,br,1.41,17.602,17.199,0.151,0.479,0.066,g
2458808.74646,2019-11-21.2423002,br,1.44,99.990,99.990,99.990,99.990,99.990,g
2458808.74769,2019-11-21.2435195,br,1.39,17.647,17.404,0.175,0.397,0.063,g
2458808.82777,2019-11-21.3236012,bj,1.59,17.034,>17.034,99.990,0.522,0.112,g
2458810.83938,2019-11-23.3352699,br,1.47,17.598,>17.598,99.990,0.261,0.066,g
2458810.84061,2019-11-23.3364983,br,1.46,17.533,17.215,0.163,0.472,0.070,g
2458810.84181,2019-11-23.3377105,br,1.48,17.549,17.117,0.147,0.517,0.069,g
2458811.70997,2019-11-24.2058879,bF,1.53,17.726,16.967,0.109,0.593,0.059,g
2458811.71126,2019-11-24.2071752,bF,1.55,17.875,>17.875,99.990,0.232,0.051,g
2458811.71252,2019-11-24.2084369,bF,1.55,17.758,>17.758,99.990,0.273,0.057,g
2458812.60985,2019-11-25.1057987,bj,1.55,99.990,99.990,99.990,99.990,99.990,g
2458812.61107,2019-11-25.1070166,bj,1.59,17.694,17.535,0.189,0.351,0.061,g
2458812.61230,2019-11-25.1082467,bj,1.59,99.990,99.990,99.990,99.990,99.990,g
2458813.66437,2019-11-26.1603506,bj,1.59,17.109,>17.109,99.990,0.474,0.104,g
2458814.67386,2019-11-27.1698804,br,1.41,15.770,>15.770,99.990,0.370,0.357,g
2458814.67508,2019-11-27.1710975,br,1.43,16.003,>16.003,99.990,0.040,0.288,g
2458815.72036,2019-11-28.2164174,bF,1.52,17.675,17.332,0.160,0.424,0.062,g
2458815.72161,2019-11-28.2176835,bF,1.55,17.636,17.122,0.136,0.515,0.064,g
2458815.72291,2019-11-28.2189604,bF,1.53,17.665,17.420,0.175,0.391,0.062,g
2458816.91704,2019-11-29.4131435,bB,2.00,18.042,17.322,0.113,0.428,0.044,g
2458816.91832,2019-11-29.4144210,bB,1.99,18.177,16.985,0.073,0.584,0.039,g
2458816.91959,2019-11-29.4156922,bB,2.01,17.929,17.095,0.102,0.527,0.049,g
2458817.51312,2019-11-30.0092351,bn,1.53,17.681,17.537,0.191,0.351,0.061,g
2458817.51444,2019-11-30.0105642,bn,1.56,17.747,17.604,0.192,0.330,0.058,g
2458817.51569,2019-11-30.0118048,bn,1.51,17.600,17.436,0.188,0.385,0.066,g
2458817.90020,2019-11-30.3963334,bB,1.75,17.854,17.359,0.139,0.413,0.052,g
2458817.90146,2019-11-30.3976012,bB,1.74,17.926,17.166,0.109,0.494,0.049,g
2458817.90274,2019-11-30.3988748,bB,1.76,18.024,17.164,0.099,0.495,0.045,g
2458819.70022,2019-12-02.1964288,bF,1.63,17.542,16.716,0.102,0.748,0.070,g
2458819.70276,2019-12-02.1989707,bF,1.56,17.538,16.893,0.121,0.635,0.070,g
2458820.70518,2019-12-03.2014288,bF,1.50,17.643,17.109,0.134,0.520,0.064,g
2458820.70645,2019-12-03.2027020,bF,1.53,17.532,17.088,0.145,0.531,0.071,g
2458820.70772,2019-12-03.2039645,bF,1.52,17.733,17.411,0.163,0.394,0.059,g
2458821.70921,2019-12-04.2055092,bF,1.66,15.627,>15.627,99.990,0.387,0.408,g
2458822.71661,2019-12-05.2129496,bF,1.56,17.208,>17.208,99.990,0.461,0.095,g
2458822.71789,2019-12-05.2142267,bF,1.59,17.144,17.068,0.204,0.541,0.101,g
2458822.71916,2019-12-05.2155030,bF,1.60,17.193,16.968,0.178,0.593,0.096,g
2458823.70604,2019-12-06.2024298,bj,1.58,16.780,>16.780,99.990,0.684,0.141,g
2458823.70727,2019-12-06.2036501,bj,1.59,16.894,>16.894,99.990,0.232,0.127,g
2458823.70848,2019-12-06.2048681,bj,1.56,16.926,16.818,0.198,0.680,0.123,g
2458824.69094,2019-12-07.1873660,bj,1.54,16.641,16.606,0.212,0.827,0.160,g
2458824.69216,2019-12-07.1885901,bj,1.58,16.671,>16.671,99.990,0.246,0.156,g
2458824.69338,2019-12-07.1898093,bj,1.64,16.616,>16.616,99.990,0.325,0.164,g
2458824.71260,2019-12-07.2090228,bj,1.60,16.538,>16.538,99.990,0.339,0.176,g
2458825.70375,2019-12-08.2002222,bF,1.48,16.725,>16.725,99.990,0.006,0.148,g
2458825.70502,2019-12-08.2014975,bF,1.53,16.534,>16.534,99.990,0.576,0.177,g
2458825.70630,2019-12-08.2027733,bF,1.51,16.644,>16.644,99.990,0.449,0.160,g
2458826.61708,2019-12-09.1135990,bF,1.46,16.547,16.276,0.171,1.121,0.175,g
2458826.61834,2019-12-09.1148638,bF,1.43,16.528,>16.528,99.990,0.332,0.178,g
2458826.61962,2019-12-09.1161405,bF,1.46,16.493,>16.493,99.990,0.158,0.184,g
2458827.83358,2019-12-10.3301619,bB,2.03,16.398,>16.398,99.990,0.640,0.200,g
2458827.83614,2019-12-10.3327258,bB,2.02,16.425,>16.425,99.990,0.478,0.195,g
2458828.56986,2019-12-11.0664818,bF,1.53,16.510,>16.510,99.990,0.191,0.181,g
2458828.57114,2019-12-11.0677547,bF,1.51,16.334,>16.334,99.990,0.208,0.213,g
2458828.57241,2019-12-11.0690290,bF,1.55,16.440,>16.440,99.990,0.611,0.193,g
2458829.60969,2019-12-12.1063659,bj,1.60,16.010,>16.010,99.990,-0.035,0.286,g
2458829.61091,2019-12-12.1075877,bj,1.56,16.071,>16.071,99.990,0.265,0.271,g
2458829.61213,2019-12-12.1088046,bj,1.59,15.990,>15.990,99.990,0.155,0.292,g
2458830.59069,2019-12-13.0874171,bF,1.58,16.600,>16.600,99.990,0.762,0.166,g
2458830.59196,2019-12-13.0886883,bF,1.53,16.481,16.434,0.210,0.969,0.186,g
2458830.59321,2019-12-13.0899424,bF,1.66,16.486,>16.486,99.990,0.639,0.185,g
2458830.80918,2019-12-13.3059105,br,1.74,15.941,>15.941,99.990,0.884,0.305,g
2458830.81038,2019-12-13.3071185,br,1.70,15.858,>15.858,99.990,0.509,0.329,g
2458830.81160,2019-12-13.3083353,br,1.59,15.926,>15.926,99.990,0.098,0.309,g
2458831.33110,2019-12-13.8278709,bn,2.22,99.990,99.990,99.990,99.990,99.990,g
2458831.33354,2019-12-13.8303091,bn,2.29,99.990,99.990,99.990,99.990,99.990,g
2458832.83444,2019-12-15.3312819,bB,2.13,99.990,99.990,99.990,99.990,99.990,g
2458832.83570,2019-12-15.3325517,bB,2.16,99.990,99.990,99.990,99.990,99.990,g
2458832.83698,2019-12-15.3338278,bB,2.10,15.085,>15.085,99.990,0.368,0.672,g
2458833.50224,2019-12-15.9991359,bn,1.63,16.698,>16.698,99.990,0.145,0.152,g
2458833.50347,2019-12-16.0003590,bn,1.64,16.737,>16.737,99.990,0.409,0.147,g
2458833.50470,2019-12-16.0015870,bn,1.64,16.759,>16.759,99.990,0.505,0.144,g
2458833.86074,2019-12-16.3576451,bB,1.77,17.136,17.119,0.216,0.516,0.102,g
2458833.86201,2019-12-16.3589175,bB,1.83,17.115,>17.115,99.990,0.391,0.104,g
2458833.86329,2019-12-16.3601945,bB,1.73,17.218,17.000,0.179,0.576,0.094,g
2458834.49893,2019-12-16.9958685,bn,1.50,16.742,>16.742,99.990,0.476,0.146,g
2458834.50014,2019-12-16.9970771,bn,1.51,16.822,>16.822,99.990,-0.015,0.136,g
2458834.50135,2019-12-16.9982920,bn,1.53,16.979,>16.979,99.990,0.324,0.117,g
2458836.84596,2019-12-19.3430353,bB,1.75,17.938,17.274,0.119,0.447,0.049,g
2458836.84723,2019-12-19.3443062,bB,1.74,17.936,16.990,0.092,0.581,0.049,g
2458836.84851,2019-12-19.3455866,bB,1.76,17.937,17.072,0.099,0.539,0.049,g
2458838.37243,2019-12-20.8696027,bn,1.73,17.687,16.654,0.084,0.792,0.061,g
2458838.76024,2019-12-21.2574410,bj,1.57,16.995,>16.995,99.990,0.429,0.116,g
2458839.47099,2019-12-21.9682255,bn,1.59,17.645,17.252,0.152,0.456,0.064,g
2458839.47221,2019-12-21.9694438,bn,1.55,17.618,17.343,0.170,0.420,0.065,g
2458839.47343,2019-12-21.9706609,bn,1.55,17.660,>17.660,99.990,0.299,0.063,g
2458839.84290,2019-12-22.3401569,bB,2.28,16.203,>16.203,99.990,0.035,0.240,g
