ra,dec,sigra,sigdec,w1mpro,w1sigmpro,w1snr,w2mpro,w2sigmpro,w2snr,w3mpro,w3sigmpro,w3snr,w4mpro,w4sigmpro,w4snr,cc_flags,ph_qual,sso_flg,qual_frame,qi_fact,saa_sep,moon_masked,mjd,source_id,w1flux,w1sigflux,w2flux,w2sigflux,allwise_cntr,r_allwise
120.8622106,-26.2721656,0.0819,0.0819,12.865,0.037,29.5,12.868,0.055,19.9,,,,,,,0000,AAXX,0,10,1.0,1.13,0000,55504.150168,09814a149-001278,1459.1,49.419,524.25,26.354,,
120.8622787,-26.2722078,0.0704,0.0725,12.795,0.029,36.9,12.862,0.058,18.8,,,,,,,0000,AAXX,0,10,1.0,-15.529,0000,55504.282472,09817b222-003260,1556.5,42.202,527.15,28.058,,
120.8622031,-26.2721332,0.0714,0.0816,12.761,0.033,33.4,12.878,0.057,19.1,,,,,,,0000,AAXX,0,10,1.0,-20.088,0000,55504.34856,09820a197-010050,1605.5,48.097,519.33,27.161,,
120.8622159,-26.2721099,0.0903,0.0887,12.972,0.039,28.0,13.45,0.086,12.6,,,,,,,gH00,AAXX,0,10,1.0,-20.828,0000,55504.348688,09820a198-010466,1322.7,47.321,306.71,24.41,,
120.8622876,-26.2721568,0.0722,0.0724,12.734,0.029,37.3,13.286,0.081,13.4,,,,,,,0000,AAXX,0,10,1.0,-10.256,0000,55504.414776,09821b222-005469,1645.9,44.091,356.67,26.716,,
120.862232,-26.2721386,0.0729,0.0766,12.88,0.029,37.0,13.046,0.067,16.2,,,,,,,0000,AAXX,0,10,1.0,10.536,0000,55504.480864,09824a150-001278,1438.4,38.918,444.81,27.473,,
120.8622314,-26.2721605,0.0809,0.0881,12.87,0.036,30.5,12.944,0.058,18.7,,,,,,,g000,AAXX,0,10,1.0,31.334,0000,55504.547086,09825b223-001308,1451.6,47.568,488.64,26.145,,
120.8622396,-26.2721285,0.0847,0.0888,12.863,0.034,32.4,12.86,0.055,19.6,,,,,,,0000,AAXX,0,10,1.0,51.716,0000,55504.613174,09828a198-001293,1461.0,45.1,527.99,26.894,,
120.8622454,-26.2721908,0.0739,0.0779,12.8,0.033,33.2,12.808,0.051,21.1,,,,,,,0000,AAXX,0,10,1.0,71.504,0000,55504.679263,09829b222-001185,1549.0,46.611,554.19,26.204,,
120.8622553,-26.2721395,0.0715,0.0816,12.827,0.033,32.6,12.932,0.061,17.7,,,,,,,g000,AAXX,0,10,1.0,87.86,0000,55504.745479,09832a198-001226,1510.4,46.341,493.97,27.866,,
120.8622816,-26.2721856,0.0793,0.0913,12.897,0.035,30.6,12.917,0.059,18.4,,,,,,,0000,AAXX,0,10,1.0,85.623,0000,55504.877655,09836a197-001254,1416.5,46.23,500.87,27.272,,
120.8622168,-26.272212,0.0737,0.0751,12.817,0.031,35.1,12.862,0.062,17.4,,,,,,,0000,AAXX,0,10,1.0,45.655,0000,55505.009959,09840a198-001257,1524.1,43.408,526.83,30.259,,
120.8622337,-26.2721868,0.0755,0.0791,12.786,0.034,31.9,12.948,0.063,17.4,,,,,,,0000,AAXX,0,10,1.0,3.57,0000,55505.142263,09844a147-001258,1568.5,49.106,486.99,28.059,,
120.8622794,-26.2721529,0.0808,0.0881,12.785,0.034,31.5,12.773,0.063,17.2,,,,,,,0000,AA,0,10,1.0,18.039,00,56774.63416626,48306a077-001312,1565.2,49.705,573.21,33.387,1216025801351012096,0.194555
120.8622222,-26.2721713,0.0721,0.0748,12.834,0.03,36.1,12.844,0.067,16.3,,,,,,,0000,AA,0,10,1.0,17.982,00,56774.63429359,48306a078-001317,1496.9,41.429,536.96,32.994,1216025801351012096,0.017289
120.8622501,-26.2721716,0.0658,0.0766,12.808,0.028,39.3,12.864,0.057,19.0,,,,,,,0000,AA,0,10,1.0,-7.571,00,56774.76583382,48310a077-001341,1532.5,38.95,526.98,27.753,1216025801351012096,0.09533
120.8622073,-26.2721962,0.0773,0.1062,12.901,0.033,33.0,13.137,0.094,11.6,,,,,,,0h00,AA,0,5,0.5,-19.268,00,56774.89750147,48314a078-007685,1406.3,42.675,409.92,35.441,1216025801351012096,0.115497
120.862211,-26.2721581,0.0677,0.0767,12.901,0.027,40.7,13.047,0.101,10.8,,,,,,,0000,AA,0,0,0.0,14.43,00,56775.02916912,48318a077-001265,1406.8,34.586,445.25,41.417,1216025801351012096,0.044714
120.8622602,-26.2721552,0.0982,0.0895,13.324,0.034,31.7,13.438,0.109,10.0,,,,,,,0000,AA,0,0,0.0,55.607,00,56775.16083677,48322a078-001307,952.79,30.098,310.73,31.143,1216025801351012096,0.132724
120.8622466,-26.2721247,0.097,0.0897,12.925,0.033,32.7,12.91,0.065,16.7,,,,,,,0000,AA,0,5,0.5,74.822,00,56775.22654324,48325a053-001435,1376.5,42.112,505.09,30.331,1216025801351012096,0.17184
120.8622361,-26.2721557,0.0706,0.0744,12.824,0.029,37.0,13.013,0.083,13.0,,,,,,,0000,AA,0,10,1.0,75.296,00,56775.22667056,48325a054-001357,1509.7,40.759,459.39,35.272,1216025801351012096,0.062325
120.8622727,-26.272166,0.0704,0.0724,12.862,0.027,40.3,12.883,0.07,15.4,,,,,,,0000,AA,0,5,0.5,90.748,00,56775.29237701,48326a077-001302,1458.5,36.199,517.82,33.596,1216025801351012096,0.166585
120.8623592,-26.2719853,0.0845,0.1088,13.204,0.035,30.8,13.241,0.107,10.1,,,,,,,0000,AA,0,0,0.0,100.024,00,56775.35821084,48329a053-001594,1064.0,34.499,372.62,36.749,1216025801351012096,0.7904
120.8622217,-26.2723325,0.0792,0.0785,13.025,0.029,37.8,12.905,0.073,15.0,,,,,,,0000,AA,0,0,0.0,43.06,00,56775.55571227,48334a078-001354,1255.0,33.199,507.81,33.927,1216025801351012096,0.597243
120.8621727,-26.2721065,0.0738,0.0779,12.902,0.033,32.7,12.918,0.065,16.7,,,,,,,0000,AA,0,5,0.5,22.12,00,56775.62141874,48337a053-001535,1405.3,42.918,501.65,29.951,1216025801351012096,0.266876
