designation,tmass_designation,tmass_cntr,l,b,dl,db,ra,dec,dra,ddec,csf,mag_j,dj_m,mag_h,dh_m,mag_ks,dks_m,mag3_6,d3_6m,mag4_5,d4_5m,mag5_8,d5_8m,mag8_0,d8_0m,f_j,df_j,f_h,df_h,f_ks,df_ks,f3_6,df3_6,f4_5,df4_5,f5_8,df5_8,f8_0,df8_0,rms_f3_6,rms_f4_5,rms_f5_8,rms_f8_0,sky_3_6,sky_4_5,sky_5_8,sky_8_0,sn_j,sn_h,sn_ks,sn_3_6,sn_4_5,sn_5_8,sn_8_0,dens_3_6,dens_4_5,dens_5_8,dens_8_0,m3_6,m4_5,m5_8,m8_0,n3_6,n4_5,n5_8,n8_0,sqf_j,sqf_h,sqf_ks,sqf_3_6,sqf_4_5,sqf_5_8,sqf_8_0,mf3_6,mf4_5,mf5_8,mf8_0,dist,angle,mjd,obv_started,obv_ended
SSTGLMC G256.3590-02.2429,08152329-3859234,289913911,256.359050,-2.242922,0.3,0.3,123.847035,-38.989846,0.3,0.3,0,null,null,12.031,0.039,11.987,0.038,11.891,0.032,11.917,0.025,null,null,null,null,null,null,1.577E+01,5.666E-01,1.069E+01,3.743E-01,4.923E+00,1.447E-01,3.075E+00,7.041E-02,null,null,null,null,8.831E-02,1.565E-02,null,null,1.190E-01,6.600E-02,null,null,null,27.84,28.57,34.02,43.67,null,null,60.4,35.7,null,null,3,3,0,0,3,3,0,0,null,29360136,29360136,512,512,null,null,192,192,null,null,1.388233,266.133807,55360.4,2010-06-13 05:24:03,2010-06-13 09:35:48
