ra,dec,err_maj,err_min,err_ang,designation,j_m,j_cmsig,j_msigcom,j_snr,h_m,h_cmsig,h_msigcom,h_snr,k_m,k_cmsig,k_msigcom,k_snr,ph_qual,rd_flg,bl_flg,cc_flg,ndet,gal_contam,mp_flg,jdate,dist,angle,j_h,h_k,j_k
123.847082,-38.989834,0.08,0.08,135,08152329-3859234,12.065,null,null,null,12.031,0.038,0.039,222.1,11.987,0.037,0.038,110.1,UAA,622,022,0cc,006666,0,0,2451226.5495,1.254573,267.697496,-,0.0440,-
