ra,dec,glon,glat,elon,elat,raerr,decerr,pmra,pmdec,pmraerr,pmdecerr,mjd,deltamjd,umag,urms,uerr,uasemi,ubsemi,utheta,gmag,grms,gerr,gasemi,gbsemi,gtheta,rmag,rrms,rerr,rasemi,rbsemi,rtheta,imag,irms,ierr,iasemi,ibsemi,itheta,zmag,zrms,zerr,zasemi,zbsemi,ztheta,ymag,yrms,yerr,yasemi,ybsemi,ytheta,vrmag,vrrms,vrerr,vrasemi,vrbsemi,vrtheta,asemi,asemierr,bsemi,bsemierr,theta,thetaerr,fwhm,class_star,ebv,random_id,pix,ndet,nphot,htm9,ring256,nest4096,ndetu,nphotu,ndetg,nphotg,ndetr,nphotr,ndeti,nphoti,ndetz,nphotz,ndety,nphoty,ndetvr,nphotvr,flags,id,rmsvar,madvar,iqrvar,etavar,jvar,kvar,chivar,romsvar,nsigvar,variable10sig,parent
123.84702567655317,-38.98977408027342,256.3589919772242,-2.2428878988435317,141.69216924994362,-56.516194613434706,0.01264,0.012222,-2168.2683,32.01374,4623.8857,4481.1816,57771.29961029533,2.001396,99.99,NaN,9.99,NaN,NaN,NaN,99.99,NaN,9.99,NaN,NaN,NaN,99.99,NaN,9.99,NaN,NaN,NaN,99.99,NaN,9.99,NaN,NaN,NaN,99.99,NaN,9.99,NaN,NaN,NaN,13.018012,0.017402,0.002708,0.955991,0.822682,165.64569,99.99,NaN,9.99,NaN,NaN,NaN,0.955991,0.001555,0.822682,0.001127,165.64569,52.905693,0.914164,0.992871,2.379721,94.38184,160176,2,2,2606092,640864,161234365,0,0,0,0,0,0,0,0,0,0,2,2,0,0,3,160176_29942,0.017402,0.025072,0.012536,0.529472,0.33746,0.97177,0.870115,2.391581,0.625713,0,0
