i_mag,r2_eta,id,raj2000,dej2000,raj2000_,dej2000_,e_raj2000,e_dej2000,epoch,pmra,pmde,mupr,e_pmra,e_pmde,fit_ra,fit_de,ndet,flags,b1_mag,b1_c,b1_s,b1_f,b1_sg,b1_xi,b1_eta,r1_mag,r1_c,r1_s,r1_f,r1_sg,r1_xi,r1_eta,b2_mag,b2_c,b2_s,b2_f,b2_sg,b2_xi,b2_eta,r2_mag,r2_c,r2_s,r2_f,r2_sg,r2_xi,i_c,i_s,i_f,i_sg,i_xi,i_eta,ring256,nest256,htm9
12.48,-0.13,0510-0135738,123.846967,-38.989983,08:15:23.272,-38:59:23.94,142,104,1983,0,0,0,0,0,2,2,4,..Y,,,,,,,,12.74,2,5,312,8,0.18,-0.01,14.36,2,4,312,2,-0.34,0.24,13.1,2,6,312,2,0.11,2,8,312,19,0.03,-0.11,640864,629821,2606092
