id,raj2000_,dej2000_,actflag,mflag,bmag,rmag,epoch,raj2000,dej2000,ring256,nest256,htm9
0450-06370789,08:15:23.277,-38:59:23.79, , ,13.6,12.7,1981.085,123.846987,-38.989942,640864,629821,2606092
