sourceID,RAJ2000,DEJ2000,VPHASDR2,clean,umag,e_umag,snru,MJDu,gmag,e_gmag,snrg,MJDg,r2mag,e_r2mag,snrr2,MJDr2,Hamag,e_Hamag,snrHa,MJDHa,rmag,e_rmag,snrr,MJDr,imag,e_imag,snri
1043a-3-2805,123.84707,-38.98979,VPHASDR2 J081523.3-385923,0,14.06,0.00,538.7,56279.24,13.92,0.00,1042.5,56279.25,13.18,0.01,1114.8,56279.26,,,670.9,55940.26,13.26,0.02,1064.2,55940.28,12.85,0.01,933.2

