source_label,target_dist,x,y,flux,dx,dy,dflux,qf,rchi2,fracflux,fluxlbs,dfluxlbs,fwhm,spread_model,dspread_model,fluxiso,xiso,yiso,sky,ra,dec,coadd_id,band,unwise_detid,nm,primary,flags_unwise,flags_info,epoch,forward,mjdmin,mjdmax,mjdmean,mag,dmag,flags_unwise_bits,flags_unwise_descr,flags_info_bits,flags_info_descr
3.5,14.266802787780762,1525.4853515625,1052.679443359375,338.6361999511719,0.10584706813097,0.10054560005664825,19.932292938232422,0.9999998807907104,2.7478082180023193,0.2969735860824585,335.2758483886719,20.38362693786621,2.6223504543304443,-0.009253382682800293,0.002188726095482707,338.6039123535156,0.0024598664604127407,0.02244885452091694,-13.30474853515625,123.8428726196289,-38.992095947265625,1238m394,1,1238m394w1o0151275e001,21,1,0,0,1,1,55512.08984375,55517.1796875,55514.6328125,16.17566680908203,0.06398088485002518,,,,
3.6,16.39687156677246,1530.437744140625,1054.0897216796875,987.1741943359375,0.03735648840665817,0.03495685011148453,20.69463539123535,1.0000001192092896,1.1543136835098267,0.6805129051208496,985.9066162109375,21.160676956176758,2.6189286708831787,0.0014854669570922852,0.0007816944853402674,987.3020629882812,0.017049789428710938,0.00032311436370946467,-13.873720169067383,123.84149169921875,-38.98831558227539,1238m394,1,1238m394w1o0040159e001,20,1,0,0,1,1,55512.08984375,55517.1796875,55514.6328125,15.014015197753906,0.022764181718230247,,,,
3.7,17.946311950683594,1526.2686767578125,1042.3177490234375,155.2445068359375,0.2327643781900406,0.22013621032238007,20.098892211914062,1.0,1.2857204675674438,0.3338717520236969,134.1730194091797,20.566478729248047,2.6211345195770264,-0.0018909573554992676,0.004728587344288826,155.2187042236328,0.29344162344932556,0.02873104251921177,-11.922728538513184,123.85305786132812,-38.99150085449219,1238m394,1,1238m394w1o0166942e001,19,1,0,0,1,1,55512.08984375,55517.1796875,55514.6328125,17.022459030151367,0.1413593292236328,,,,
3.8,20.665729522705078,1528.387939453125,1055.967041015625,172.64503479003906,0.20700915157794952,0.19543059170246124,19.57335090637207,0.9999998211860657,0.7542579174041748,0.26887717843055725,178.3907012939453,20.030033111572266,2.6183667182922363,-0.002696692943572998,0.004118829499930143,172.596435546875,0.04741506278514862,0.047427400946617126,-13.970541954040527,123.83964538574219,-38.9898796081543,1238m394,1,1238m394w1o0113222e001,21,1,0,0,1,1,55512.08984375,55517.1796875,55514.6328125,16.907114028930664,0.12362506985664368,,,,
3.9,21.134862899780273,1529.8824462890625,1040.8936767578125,116.1964340209961,0.3138673007488251,0.2945946753025055,20.019258499145508,1.0,0.7856032252311707,0.2810736298561096,94.44566345214844,20.478879928588867,2.6168947219848633,0.00924915075302124,0.006535224616527557,116.21124267578125,0.01410914771258831,-0.03516923636198044,-12.49660873413086,123.85446166992188,-38.988739013671875,1238m394,1,1238m394w1o0166966e001,20,1,0,0,1,1,55512.08984375,55517.1796875,55514.6328125,17.337017059326172,0.18894392251968384,,,,
3.10,22.01642417907715,1520.4876708984375,1048.490478515625,152.75831604003906,0.2350182831287384,0.22048911452293396,19.60347557067871,1.0,2.939404249191284,0.2787902355194092,145.70501708984375,20.047687530517578,2.623901128768921,0.002791881561279297,0.004594076424837112,153.78660583496094,0.3848828375339508,-0.8764162659645081,-12.194233894348145,123.84699249267578,-38.995914459228516,1238m394,1,1238m394w1o0112985e001,20,1,0,0,1,1,55512.08984375,55517.1796875,55514.6328125,17.039987564086914,0.1401050090789795,,,,
3.11,27.94758415222168,1522.0137939453125,1056.2818603515625,3497.529541015625,0.010854312218725681,0.010204412043094635,22.19422721862793,1.0,1.9597856998443604,0.9379922151565552,3496.150634765625,22.677242279052734,2.6191418170928955,-0.0014278292655944824,0.00024871862842701375,3497.566162109375,0.0024579917080700397,0.004715902265161276,-13.543766021728516,123.8393325805664,-38.994747161865234,1238m394,1,1238m394w1o0039945e001,21,1,0,0,1,1,55512.08984375,55517.1796875,55514.6328125,13.640596389770508,0.006889868061989546,,,,
4.1,0.19395187497138977,1528.4234619140625,1048.45556640625,16563.12109375,0.008532918058335781,0.008075649850070477,80.05720520019531,0.9999999403953552,2.286716938018799,0.8402506709098816,16606.267578125,81.89238739013672,2.8600974082946777,2.2292137145996094e-05,0.00019697111565619707,16565.888671875,0.009779787622392178,0.005242538172751665,-19.053041458129883,123.84703063964844,-38.98985290527344,1238m394,2,1238m394w2o0033320e001,19,1,0,0,1,1,55512.08984375,55517.1796875,55514.6328125,11.952144622802734,0.005247867666184902,,,,
4.2,4.281665325164795,1528.040283203125,1049.942138671875,4668.3076171875,0.02879660204052925,0.027977274730801582,74.65711212158203,1.0,1.3052815198898315,0.3163670599460602,4689.95166015625,76.3656234741211,2.8552565574645996,-0.0005767345428466797,0.0006300001405179501,4672.68994140625,0.02368832193315029,-0.002632730407640338,-18.595279693603516,123.84556579589844,-38.99014663696289,1238m394,2,1238m394w2o0091428e001,17,1,0,0,1,1,55512.08984375,55517.1796875,55514.6328125,13.327101707458496,0.01736495830118656,,,,
4.3,9.964747428894043,1524.87890625,1048.7034912109375,3287.473876953125,0.0389929823577404,0.035476259887218475,65.96775817871094,1.0,4.436110496520996,0.5695838928222656,3328.944580078125,67.61992645263672,2.8576080799102783,0.0021628141403198242,0.000765287084504962,3285.975341796875,-0.02080998197197914,-0.006020984146744013,-18.913244247436523,123.8467788696289,-38.99256134033203,1238m394,2,1238m394w2o0091356e001,20,1,0,0,1,1,55512.08984375,55517.1796875,55514.6328125,13.707843780517578,0.02178974449634552,,,,
4.4,12.44636344909668,1528.8509521484375,1043.9407958984375,262.5119323730469,0.46781259775161743,0.4359162449836731,64.98503875732422,1.0,0.8178982734680176,0.26729249954223633,297.6225280761719,66.70713806152344,2.855620861053467,0.0009717941284179688,0.009426074102520943,262.3167724609375,0.01438708696514368,-0.06122299283742905,-19.881427764892578,123.8514633178711,-38.98952865600586,1238m394,2,1238m394w2o0120234e001,16,1,0,0,1,1,55512.08984375,55517.1796875,55514.6328125,16.45212745666504,0.2744763493537903,,,,
4.5,14.712227821350098,1525.8924560546875,1053.127685546875,454.47979736328125,0.26478803157806396,0.24649959802627563,62.832420349121094,1.0,0.4481128454208374,0.2941998541355133,461.90924072265625,64.49613189697266,2.8558425903320312,0.0025066733360290527,0.005269370973110199,454.5467224121094,-0.009750724770128727,0.02973422408103943,-17.876115798950195,123.84243774414062,-38.99178695678711,1238m394,2,1238m394w2o0120206e001,19,1,0,0,1,1,55512.08984375,55517.1796875,55514.6328125,15.856213569641113,0.15107187628746033,,,,
4.6,15.704911231994629,1530.134765625,1053.9229736328125,1122.362060546875,0.10840575397014618,0.10208544135093689,63.64905548095703,0.9999998807907104,0.5489839911460876,0.5849341750144958,1132.6429443359375,65.32540130615234,2.85563588142395,0.0014972686767578125,0.0021546492353081703,1122.3671875,0.0039036432281136513,-0.0017038857331499457,-17.73525619506836,123.8416519165039,-38.98854446411133,1238m394,2,1238m394w2o0052903e001,19,1,0,0,1,1,55512.08984375,55517.1796875,55514.6328125,14.874667167663574,0.061638131737709045,,,,
4.7,20.652454376220703,1532.1707763671875,1055.0013427734375,274.44268798828125,0.4486441910266876,0.4186641573905945,64.29444885253906,1.0,0.3855850100517273,0.26999431848526,281.5722961425781,66.00520324707031,2.855616331100464,0.004339694976806641,0.008933315053582191,274.4588928222656,0.006358786020427942,-0.006326224189251661,-17.607830047607422,123.8405990600586,-38.98698806762695,1238m394,2,1238m394w2o0120267e001,18,1,0,0,1,1,55512.08984375,55517.1796875,55514.6328125,16.403871536254883,0.2591713070869446,,,,
4.8,28.015043258666992,1522.046142578125,1056.3402099609375,3592.90771484375,0.03391889110207558,0.031504515558481216,64.93130493164062,0.9999999403953552,1.1603513956069946,0.9333515763282776,3591.918701171875,66.66183471679688,2.857830047607422,-0.0016994476318359375,0.0006953452248126268,3592.8359375,0.001986256567761302,0.006745627149939537,-16.917631149291992,123.83927917480469,-38.99472427368164,1238m394,2,1238m394w2o0033183e001,19,1,0,0,1,1,55512.08984375,55517.1796875,55514.6328125,13.611384391784668,0.01962367258965969,,,,
5.1,0.29777729511260986,1528.41064453125,1048.383544921875,17240.98046875,0.0028688786551356316,0.00273053883574903,31.965576171875,1.0,19.2220458984375,0.8610477447509766,17246.236328125,32.532283782958984,2.6158432960510254,-0.0004432201385498047,7.98884648247622e-05,17240.970703125,0.00813095923513174,0.006689265836030245,-14.161831855773926,123.84709930419922,-38.989864349365234,1238m394,1,1238m394w1o0039840e002,18,1,0,0,2,0,56783.0546875,56791.01953125,56787.0390625,11.908595085144043,0.0020129613112658262,,,,
5.2,3.95762300491333,1527.9273681640625,1049.7757568359375,4408.73193359375,0.01046440377831459,0.01032257080078125,27.96967887878418,1.0,11.074830055236816,0.3140849173069,4415.8154296875,28.458452224731445,2.61106014251709,-0.00036078691482543945,0.000255047925747931,4413.45654296875,0.017581142485141754,-0.004967960063368082,-14.297215461730957,123.8457260131836,-38.990234375,1238m394,1,1238m394w1o0151499e002,17,1,0,0,2,0,56783.0546875,56791.01953125,56787.0390625,13.389215469360352,0.006888182833790779,,,,
5.3,8.187071800231934,1525.5169677734375,1048.4166259765625,2070.659423828125,0.0217197947204113,0.018598878756165504,23.676136016845703,1.0000001192092896,8.422204971313477,0.31258490681648254,2075.581298828125,24.116371154785156,2.616675615310669,-0.000629425048828125,0.00042109310743398964,2069.024169921875,-0.052578967064619064,0.02115904539823532,-13.974129676818848,123.84706115722656,-38.99207305908203,1238m394,1,1238m394w1o0113283e002,18,1,0,0,2,0,56783.0546875,56791.01953125,56787.0390625,14.209728240966797,0.012414936907589436,,,,
5.4,8.34918212890625,1528.9002685546875,1051.4615478515625,234.0609588623047,0.17203432321548462,0.169342502951622,22.507572174072266,0.9999998807907104,1.2654491662979126,0.06368349492549896,238.62574768066406,22.95836639404297,2.6145718097686768,-0.0044203996658325195,0.003439473221078515,235.34295654296875,0.22383803129196167,-0.129720076918602,-14.459091186523438,123.84407043457031,-38.9894905090332,1238m394,1,1238m394w1o0063126e002,16,1,0,0,2,0,56783.0546875,56791.01953125,56787.0390625,16.576677322387695,0.10472927242517471,,,,
5.5,11.940878868103027,1529.6826171875,1044.2763671875,326.9110412597656,0.11693020910024643,0.11240587383508682,21.38787841796875,1.0,3.2727110385894775,0.32524073123931885,324.02777099609375,21.862112045288086,2.613784074783325,0.0027083754539489746,0.0023695542477071285,327.0329284667969,0.007233703508973122,-0.02292027696967125,-14.07787799835205,123.85113525390625,-38.9888916015625,1238m394,1,1238m394w1o0166863e002,15,1,0,0,2,0,56783.0546875,56791.01953125,56787.0390625,16.213926315307617,0.07113498449325562,,,,
5.6,12.098906517028809,1524.1099853515625,1048.8262939453125,1626.03759765625,0.025216590613126755,0.023122787475585938,23.211641311645508,1.0000001192092896,2.179736375808716,0.4269678294658661,1627.0701904296875,23.685232162475586,2.610410213470459,-0.0008268952369689941,0.0005510894698090851,1626.9952392578125,0.06592953205108643,0.041466228663921356,-13.853676795959473,123.84666442871094,-38.99314880371094,1238m394,1,1238m394w1o0151437e002,16,1,0,0,2,0,56783.0546875,56791.01953125,56787.0390625,14.472173690795898,0.015499926172196865,,,,
5.7,14.117576599121094,1525.43896484375,1052.57861328125,361.07672119140625,0.10789549350738525,0.09884446114301682,21.33078956604004,1.0,1.0717172622680664,0.3067275881767273,364.0024108886719,21.797931671142578,2.6166269779205322,-0.0034182071685791016,0.0021739224903285503,361.3734436035156,0.04722427576780319,0.015595362521708012,-14.217074394226074,123.84297180175781,-38.99213409423828,1238m394,1,1238m394w1o0166838e002,18,1,0,0,2,0,56783.0546875,56791.01953125,56787.0390625,16.106000900268555,0.06421515345573425,,,,
5.8,15.577081680297852,1526.647216796875,1043.09765625,188.8104705810547,0.20055317878723145,0.18937651813030243,20.812389373779297,1.0,1.8836380243301392,0.2941897511482239,180.9388427734375,21.284826278686523,2.6112306118011475,0.01079171895980835,0.004217552952468395,188.82040405273438,-0.002149414736777544,-0.021597163751721382,-13.73007583618164,123.852294921875,-38.9912109375,1238m394,1,1238m394w1o0173188e002,18,1,0,0,2,0,56783.0546875,56791.01953125,56787.0390625,16.809934616088867,0.12016792595386505,,,,
5.9,16.134624481201172,1530.2037353515625,1054.0654296875,882.8873291015625,0.04311613366007805,0.04088544100522995,21.207454681396484,1.0,1.194338083267212,0.6032149791717529,894.4063110351562,21.679927825927734,2.6097538471221924,0.00018423795700073242,0.0008904626592993736,883.305908203125,0.01372886449098587,0.03468670696020126,-14.7570161819458,123.84151458740234,-38.98849105834961,1238m394,1,1238m394w1o0113489e002,18,1,0,0,2,0,56783.0546875,56791.01953125,56787.0390625,15.135236740112305,0.0260850228369236,,,,
5.10,19.556507110595703,1532.09130859375,1054.5875244140625,206.07301330566406,0.18280935287475586,0.17460712790489197,21.233095169067383,1.0,1.0467023849487305,0.2394416332244873,199.16944885253906,21.722251892089844,2.6141726970672607,0.003526628017425537,0.003775105345994234,205.8409423828125,-0.13315542042255402,0.33793890476226807,-15.014184951782227,123.84100341796875,-38.9870491027832,1238m394,1,1238m394w1o0182253e002,17,1,0,0,2,0,56783.0546875,56791.01953125,56787.0390625,16.714946746826172,0.11226916313171387,,,,
5.11,21.270694732666016,1528.1715087890625,1056.1810302734375,215.70065307617188,0.1762891262769699,0.16727857291698456,21.64242172241211,1.0000001192092896,1.1698648929595947,0.3426723778247833,230.5459442138672,22.135814666748047,2.6109135150909424,-0.0014160871505737305,0.0037609487771987915,215.7921142578125,0.004525176715105772,-0.08695074170827866,-14.70336627960205,123.83943176269531,-38.99004364013672,1238m394,1,1238m394w1o0113362e002,15,1,0,0,2,0,56783.0546875,56791.01953125,56787.0390625,16.66537094116211,0.10930563509464264,,,,
5.12,27.97022819519043,1521.9560546875,1056.2445068359375,3529.24365234375,0.011457995511591434,0.010603571310639381,23.321691513061523,1.0000001192092896,2.7998111248016357,0.9417687654495239,3538.3466796875,23.821998596191406,2.6113874912261963,-0.001354813575744629,0.0002562842855695635,3529.2119140625,-0.0005252736737020314,0.007768800016492605,-14.134936332702637,123.83937072753906,-38.99479293823242,1238m394,1,1238m394w1o0039678e002,17,1,0,0,2,0,56783.0546875,56791.01953125,56787.0390625,13.6307954788208,0.007174814119935036,,,,
6.1,0.16900551319122314,1528.476806640625,1048.3936767578125,16226.3837890625,0.009779121726751328,0.00930237676948309,88.40192413330078,1.0000001192092896,1.1797031164169312,0.8223841786384583,16227.73828125,90.53292083740234,2.8584768772125244,0.00023633241653442383,0.00021768333681393415,16224.7685546875,0.008543563075363636,0.002899958286434412,-15.689485549926758,123.84709167480469,-38.98981475830078,1238m394,2,1238m394w2o0033000e002,17,1,0,0,2,0,56783.0546875,56791.01953125,56787.0390625,11.974445343017578,0.005915216635912657,,,,
