HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2458456.79867,2018-12-04.2957813,bE,1.45,16.402,14.523,0.039,5.636,0.201,g
2458456.79867,2018-12-04.2957812,bG,1.46,16.750,14.556,0.029,5.465,0.146,g
2458456.79994,2018-12-04.2970469,bE,1.46,16.387,14.556,0.041,5.465,0.204,g
2458456.79994,2018-12-04.2970475,bG,1.51,16.784,14.583,0.029,5.333,0.141,g
2458458.75713,2018-12-06.2541288,bE,1.48,16.325,14.582,0.044,5.336,0.215,g
2458458.75713,2018-12-06.2541291,bG,1.53,16.748,14.578,0.030,5.357,0.146,g
2458458.75839,2018-12-06.2553988,bG,1.54,16.704,14.604,0.032,5.227,0.152,g
2458458.75840,2018-12-06.2553990,bE,1.52,16.436,14.540,0.038,5.547,0.195,g
2458458.75966,2018-12-06.2566613,bG,1.48,16.764,14.558,0.029,5.456,0.144,g
2458458.75966,2018-12-06.2566609,bE,1.53,16.379,14.586,0.042,5.312,0.205,g
2458458.81420,2018-12-06.3111986,bF,1.93,16.704,14.612,0.032,5.190,0.152,g
2458459.76863,2018-12-07.2655785,bk,1.45,16.799,14.559,0.028,5.449,0.139,g
2458459.76863,2018-12-07.2655792,bi,1.39,16.161,14.484,0.047,5.841,0.250,g
2458459.76985,2018-12-07.2667949,bi,1.41,16.188,14.729,0.057,4.660,0.244,g
2458459.76985,2018-12-07.2667956,bk,1.45,16.797,14.551,0.028,5.490,0.140,g
2458459.77107,2018-12-07.2680172,bi,1.47,16.151,14.662,0.056,4.958,0.252,g
2458459.77107,2018-12-07.2680170,bk,1.45,16.814,14.587,0.028,5.308,0.138,g
2458461.70090,2018-12-09.1977524,bk,1.46,16.732,14.552,0.029,5.488,0.148,g
2458461.70090,2018-12-09.1977521,bi,1.48,16.173,14.661,0.055,4.962,0.247,g
2458461.70213,2018-12-09.1989782,bi,1.37,16.060,14.580,0.056,5.342,0.275,g
2458461.70213,2018-12-09.1989782,bk,1.46,16.742,14.562,0.029,5.434,0.147,g
2458461.70336,2018-12-09.2002033,bi,1.44,16.110,14.587,0.054,5.313,0.262,g
2458461.70336,2018-12-09.2002008,bk,1.52,16.720,14.589,0.031,5.303,0.150,g
2458461.84744,2018-12-09.3442771,bj,1.97,16.479,14.630,0.040,5.102,0.187,g
2458461.84866,2018-12-09.3454973,bj,2.10,99.990,99.990,99.990,99.990,99.990,g
2458461.84987,2018-12-09.3467151,bj,2.01,16.498,14.566,0.037,5.414,0.183,g
2458462.72732,2018-12-10.2241114,bk,1.40,16.891,14.575,0.026,5.375,0.128,g
2458462.72732,2018-12-10.2241116,bi,1.50,16.151,14.488,0.047,5.818,0.253,g
2458462.72854,2018-12-10.2253353,bk,1.48,16.716,14.586,0.031,5.316,0.150,g
2458462.72854,2018-12-10.2253346,bi,1.50,16.105,14.600,0.055,5.247,0.263,g
2458462.72976,2018-12-10.2265586,bi,1.48,16.080,14.633,0.058,5.090,0.269,g
2458462.72977,2018-12-10.2265589,bk,1.43,16.663,14.546,0.031,5.516,0.158,g
2458462.81278,2018-12-10.3095708,bF,1.48,16.799,14.634,0.030,5.086,0.140,g
2458462.81406,2018-12-10.3108481,bF,1.40,16.691,14.617,0.032,5.163,0.154,g
2458462.81534,2018-12-10.3121241,bF,1.49,16.835,14.563,0.027,5.431,0.135,g
2458464.71487,2018-12-12.2115692,bG,1.47,16.679,14.573,0.031,5.378,0.155,g
2458464.71487,2018-12-12.2115686,bE,1.46,16.348,14.601,0.044,5.240,0.211,g
2458464.71615,2018-12-12.2128458,bE,1.56,16.466,14.638,0.041,5.068,0.189,g
2458464.71615,2018-12-12.2128460,bG,1.47,16.724,14.612,0.031,5.193,0.149,g
2458464.71742,2018-12-12.2141107,bE,1.48,16.274,14.561,0.045,5.444,0.226,g
2458464.71742,2018-12-12.2141109,bG,1.55,16.724,14.594,0.031,5.277,0.149,g
2458464.81739,2018-12-12.3140812,bj,1.95,16.445,14.565,0.039,5.422,0.193,g
2458465.73302,2018-12-13.2296659,bF,1.91,16.771,14.570,0.029,5.392,0.143,g
2458465.73429,2018-12-13.2309400,bF,1.53,16.730,14.645,0.032,5.037,0.149,g
2458465.73558,2018-12-13.2322270,bF,1.47,16.665,14.633,0.034,5.089,0.157,g
2458466.62908,2018-12-14.1256932,bk,1.44,16.636,14.599,0.034,5.253,0.162,g
2458466.62909,2018-12-14.1256934,bi,1.46,15.962,14.676,0.067,4.896,0.300,g
2458466.63031,2018-12-14.1269182,bk,1.45,16.565,14.575,0.035,5.371,0.172,g
2458466.63031,2018-12-14.1269185,bi,1.44,16.121,14.638,0.056,5.069,0.259,g
2458466.63153,2018-12-14.1281339,bk,1.43,16.626,14.583,0.033,5.332,0.163,g
2458466.63153,2018-12-14.1281335,bi,1.48,15.922,14.579,0.064,5.349,0.311,g
2458466.81134,2018-12-14.30795,bk,1.46,16.673,14.604,0.033,5.231,0.156,g
2458466.81135,2018-12-14.3079498,bi,1.44,16.105,14.605,0.055,5.225,0.263,g
2458466.81256,2018-12-14.3091653,bk,1.41,16.806,14.572,0.028,5.387,0.139,g
2458466.81257,2018-12-14.3091665,bi,1.46,16.188,14.627,0.052,5.121,0.244,g
2458466.81378,2018-12-14.3103810,bk,1.45,16.797,14.526,0.027,5.616,0.140,g
2458466.81378,2018-12-14.3103817,bi,1.48,16.125,14.684,0.058,4.859,0.258,g
2458467.63452,2018-12-15.1310787,bF,1.47,16.324,14.627,0.046,5.121,0.215,g
2458467.63579,2018-12-15.1323515,bF,1.94,16.344,14.566,0.043,5.413,0.211,g
2458467.63705,2018-12-15.1336133,bF,1.93,16.378,14.572,0.042,5.383,0.205,g
2458467.81565,2018-12-15.3122004,bF,1.50,16.590,14.591,0.035,5.292,0.169,g
2458467.81692,2018-12-15.3134731,bF,1.51,16.638,14.615,0.034,5.179,0.161,g
2458467.81818,2018-12-15.3147365,bF,1.53,16.629,14.607,0.034,5.213,0.163,g
2458468.63385,2018-12-16.1303725,bj,1.96,16.121,14.748,0.062,4.577,0.259,g
2458468.63508,2018-12-16.1315939,bj,1.94,16.299,14.567,0.044,5.409,0.220,g
2458468.63630,2018-12-16.1328118,bj,1.49,16.258,14.559,0.046,5.452,0.229,g
2458468.64127,2018-12-16.1377853,bi,1.40,15.842,14.653,0.073,4.998,0.335,g
2458468.64127,2018-12-16.1377864,bk,1.44,16.438,14.600,0.040,5.248,0.194,g
2458468.64248,2018-12-16.1390030,bk,1.46,16.535,14.534,0.035,5.576,0.177,g
2458468.64249,2018-12-16.1390032,bi,1.37,15.864,14.524,0.064,5.627,0.328,g
2458468.64371,2018-12-16.1402234,bi,1.49,15.904,14.668,0.070,4.928,0.317,g
2458468.64371,2018-12-16.1402232,bk,1.47,16.640,14.599,0.033,5.251,0.161,g
2458471.86804,2018-12-19.364425,br,2.06,16.067,14.661,0.060,4.965,0.273,g
2458471.86934,2018-12-19.3657238,br,2.02,16.048,14.478,0.052,5.876,0.278,g
2458471.87121,2018-12-19.3675873,br,1.99,16.028,14.579,0.058,5.349,0.282,g
2458471.89454,2018-12-19.3909251,bs,1.55,16.301,14.649,0.048,5.020,0.220,g
2458471.89454,2018-12-19.3909244,bq,1.93,15.618,14.679,0.092,4.880,0.411,g
2458471.89598,2018-12-19.3923634,bs,1.57,16.196,14.670,0.054,4.922,0.242,g
2458471.89598,2018-12-19.3923631,bq,1.60,15.547,14.534,0.086,5.579,0.439,g
2458471.89723,2018-12-19.3936097,bs,1.57,16.201,14.606,0.050,5.220,0.241,g
2458471.89723,2018-12-19.3936098,bq,1.64,15.595,14.811,0.107,4.323,0.420,g
2458472.67655,2018-12-20.1728937,bi,1.37,15.701,14.848,0.100,4.177,0.381,g
2458472.67655,2018-12-20.1728938,bk,1.44,16.147,14.503,0.048,5.740,0.253,g
2458472.67776,2018-12-20.1741046,bi,1.41,15.671,14.853,0.103,4.160,0.392,g
2458472.67776,2018-12-20.1741046,bk,1.42,16.220,14.510,0.045,5.700,0.237,g
2458472.67897,2018-12-20.1753221,bk,1.47,16.256,14.549,0.046,5.500,0.229,g
2458472.67897,2018-12-20.1753214,bi,1.39,15.745,14.655,0.080,4.989,0.366,g
2458473.80464,2018-12-21.3009502,bk,1.42,16.282,14.626,0.048,5.124,0.223,g
2458473.80586,2018-12-21.3021671,bi,1.39,15.731,14.708,0.086,4.751,0.371,g
2458474.60313,2018-12-22.0994059,bi,1.89,15.025,14.375,0.121,6.458,0.710,g
2458474.60435,2018-12-22.1006234,bi,1.44,15.007,14.992,0.216,3.660,0.722,g
2458474.60557,2018-12-22.1018405,bi,1.44,15.021,14.650,0.156,5.012,0.713,g
2458474.85014,2018-12-22.3464015,bk,1.45,15.788,14.656,0.077,4.984,0.352,g
2458474.85014,2018-12-22.3464008,bi,1.46,15.172,14.629,0.133,5.113,0.620,g
2458474.85135,2018-12-22.3476159,bk,1.48,15.809,14.645,0.075,5.037,0.345,g
2458474.85135,2018-12-22.3476164,bi,1.43,15.329,14.691,0.122,4.828,0.537,g
2458474.85257,2018-12-22.3488361,bk,1.42,15.806,14.644,0.075,5.041,0.346,g
2458474.85257,2018-12-22.3488364,bi,1.44,15.463,14.879,0.128,4.059,0.475,g
2458475.79975,2018-12-23.2959906,bk,1.46,15.919,14.581,0.064,5.341,0.312,g
2458475.79975,2018-12-23.2959906,bi,1.44,15.634,14.682,0.092,4.864,0.406,g
2458475.80098,2018-12-23.2972155,bi,1.45,15.282,14.806,0.142,4.341,0.561,g
2458475.80098,2018-12-23.2972158,bk,1.47,15.861,14.518,0.064,5.662,0.329,g
2458475.80220,2018-12-23.2984312,bi,1.43,15.276,14.537,0.111,5.560,0.564,g
2458475.80220,2018-12-23.2984313,bk,1.43,15.915,14.575,0.064,5.367,0.313,g
2458476.75538,2018-12-24.2515822,bi,1.43,15.612,14.932,0.117,3.865,0.414,g
2458476.75660,2018-12-24.2528013,bi,1.45,15.532,14.673,0.100,4.905,0.445,g
2458476.75781,2018-12-24.2540172,bi,1.46,15.587,14.853,0.112,4.156,0.423,g
2458476.90923,2018-12-24.4054164,br,1.51,15.463,14.872,0.127,4.084,0.475,g
2458476.91044,2018-12-24.4066385,br,1.90,15.494,14.582,0.095,5.338,0.461,g
2458476.91165,2018-12-24.4078489,br,1.89,15.447,14.545,0.096,5.521,0.482,g
2458477.64799,2018-12-25.1441622,bj,1.99,15.821,14.529,0.067,5.604,0.341,g
2458477.64921,2018-12-25.1453825,bj,1.97,15.764,14.648,0.078,5.021,0.360,g
2458477.65044,2018-12-25.1466107,bj,1.96,15.969,14.625,0.064,5.129,0.298,g
2458477.77374,2018-12-25.2699137,bi,1.38,15.732,14.776,0.091,4.463,0.371,g
2458477.77375,2018-12-25.2699148,bk,1.42,16.184,14.569,0.050,5.402,0.245,g
2458477.77496,2018-12-25.2711244,bk,1.49,16.132,14.563,0.052,5.432,0.257,g
2458477.77496,2018-12-25.2711247,bi,1.45,15.570,14.727,0.101,4.668,0.430,g
2458477.77618,2018-12-25.2723420,bi,1.43,15.448,14.630,0.103,5.104,0.481,g
2458477.77618,2018-12-25.2723422,bk,1.47,16.107,14.618,0.056,5.165,0.263,g
2458477.86846,2018-12-25.3646203,br,1.44,15.765,14.608,0.076,5.212,0.360,g
2458477.86968,2018-12-25.3658373,br,1.42,15.780,14.514,0.068,5.681,0.355,g
2458477.87090,2018-12-25.3670603,br,1.47,15.679,14.703,0.089,4.771,0.389,g
2458478.77494,2018-12-26.2710695,bk,1.47,16.271,14.552,0.045,5.487,0.226,g
2458478.77494,2018-12-26.2710703,bi,1.42,15.728,14.720,0.087,4.699,0.372,g
2458478.77616,2018-12-26.2722868,bk,1.43,16.292,14.584,0.045,5.325,0.221,g
2458478.84023,2018-12-26.3363576,bj,1.96,15.874,14.682,0.073,4.867,0.325,g
2458478.84144,2018-12-26.3375744,bj,1.95,15.927,14.637,0.067,5.073,0.310,g
2458478.84266,2018-12-26.3387899,bj,1.98,16.125,14.561,0.052,5.440,0.258,g
2458479.58976,2018-12-27.0858606,bk,1.42,16.691,14.597,0.032,5.263,0.153,g
2458479.59219,2018-12-27.0882934,bi,1.47,16.089,14.529,0.052,5.606,0.267,g
2458479.63804,2018-12-27.1341509,bj,1.44,16.464,14.534,0.037,5.578,0.189,g
2458479.63926,2018-12-27.1353655,bj,1.48,16.513,14.599,0.038,5.250,0.181,g
2458479.64049,2018-12-27.1365891,bj,1.92,16.383,14.626,0.043,5.120,0.204,g
2458479.78254,2018-12-27.2786336,bE,1.51,16.124,14.553,0.052,5.478,0.259,g
2458479.78254,2018-12-27.2786343,bG,1.50,16.488,14.535,0.036,5.574,0.185,g
2458479.78380,2018-12-27.2798988,bG,1.46,16.333,14.500,0.040,5.754,0.213,g
2458479.78380,2018-12-27.2798978,bE,1.43,16.135,14.740,0.061,4.617,0.256,g
2458479.78506,2018-12-27.2811640,bE,1.50,16.192,14.639,0.053,5.063,0.243,g
2458479.78507,2018-12-27.2811636,bG,1.48,16.341,14.662,0.047,4.955,0.211,g
2458479.82334,2018-12-27.3194393,bj,1.97,16.115,14.760,0.063,4.528,0.260,g
2458480.60901,2018-12-28.1050792,bj,1.54,16.590,14.577,0.034,5.358,0.169,g
2458480.61022,2018-12-28.1063008,bj,1.52,16.455,14.555,0.038,5.474,0.191,g
2458480.61145,2018-12-28.1075269,bj,1.95,16.496,14.540,0.036,5.549,0.184,g
2458480.76198,2018-12-28.2580519,bq,1.53,15.861,14.579,0.067,5.353,0.329,g
2458480.76198,2018-12-28.2580524,bs,1.43,16.513,14.612,0.038,5.187,0.181,g
2458480.76321,2018-12-28.2592738,bq,1.49,15.706,14.666,0.084,4.935,0.379,g
2458480.76321,2018-12-28.2592739,bs,1.43,16.561,14.611,0.036,5.198,0.173,g
2458480.76442,2018-12-28.2604920,bs,1.46,16.560,14.667,0.038,4.936,0.173,g
2458480.76442,2018-12-28.2604921,bq,1.49,15.583,14.708,0.098,4.753,0.425,g
2458480.78797,2018-12-28.2840394,br,1.43,16.271,14.477,0.042,5.878,0.227,g
2458480.78920,2018-12-28.2852678,br,1.49,16.243,14.551,0.046,5.491,0.232,g
2458480.79041,2018-12-28.2864871,br,1.55,16.177,14.531,0.048,5.592,0.247,g
2458481.77142,2018-12-29.2674633,bE,1.45,16.260,14.654,0.050,4.994,0.228,g
2458481.77143,2018-12-29.2674645,bG,1.47,16.746,14.493,0.027,5.796,0.146,g
2458481.77269,2018-12-29.2687357,bE,1.46,16.184,14.563,0.049,5.430,0.245,g
2458481.77270,2018-12-29.2687356,bG,1.50,16.631,14.635,0.035,5.082,0.162,g
2458481.77397,2018-12-29.2700085,bE,1.50,16.196,14.576,0.049,5.364,0.242,g
2458481.77397,2018-12-29.2700092,bG,1.52,16.532,14.590,0.037,5.296,0.177,g
2458481.80985,2018-12-29.3058876,bj,1.95,16.461,14.637,0.041,5.071,0.190,g
2458481.81106,2018-12-29.3071046,bj,1.94,16.277,14.761,0.054,4.527,0.224,g
2458482.76500,2018-12-30.2610140,bi,1.45,16.186,14.498,0.046,5.767,0.245,g
2458482.76621,2018-12-30.2622258,bi,1.46,16.084,14.529,0.052,5.605,0.268,g
2458482.76742,2018-12-30.2634434,bi,1.40,16.063,14.594,0.057,5.281,0.273,g
2458484.98699,2019-01-01.4829506,bB,2.26,16.843,14.584,0.027,5.327,0.134,g
2458484.98828,2019-01-01.4842292,bB,2.27,16.847,14.581,0.027,5.340,0.133,g
2458484.98956,2019-01-01.4855128,bB,2.26,16.771,14.582,0.029,5.338,0.143,g
2458485.94441,2019-01-02.4403385,bA,2.16,16.558,14.572,0.035,5.389,0.175,g
2458485.94568,2019-01-02.4416114,bA,2.16,16.504,14.586,0.038,5.315,0.183,g
2458485.94696,2019-01-02.4428866,bA,2.19,16.567,14.580,0.035,5.344,0.173,g
2458485.96774,2019-01-02.4636719,bB,2.27,16.857,14.549,0.026,5.499,0.132,g
2458485.96901,2019-01-02.4649422,bB,2.32,16.811,14.558,0.028,5.453,0.138,g
2458485.97028,2019-01-02.4662093,bB,2.29,16.770,14.573,0.029,5.381,0.143,g
2458486.94688,2019-01-03.4427881,bA,2.10,16.638,14.578,0.033,5.355,0.163,g
2458486.94815,2019-01-03.4440619,bA,2.10,16.609,14.606,0.035,5.219,0.167,g
2458486.94943,2019-01-03.4453383,bA,2.13,16.652,14.657,0.035,4.981,0.160,g
2458486.97399,2019-01-03.4698940,bB,2.50,16.812,14.566,0.028,5.416,0.138,g
2458486.97526,2019-01-03.4711684,bB,2.50,16.816,14.566,0.028,5.413,0.138,g
2458488.95096,2019-01-05.4468297,bA,2.34,16.328,14.571,0.044,5.388,0.215,g
2458488.95223,2019-01-05.4480976,bA,2.34,16.256,14.678,0.051,4.884,0.229,g
2458488.95350,2019-01-05.4493614,bA,2.45,16.333,14.666,0.047,4.937,0.214,g
2458488.97026,2019-01-05.4661206,bB,2.35,16.789,14.525,0.027,5.627,0.141,g
2458488.97153,2019-01-05.4673979,bB,2.33,16.826,14.601,0.028,5.248,0.136,g
2458489.93660,2019-01-06.4324488,bA,2.14,16.376,14.541,0.040,5.544,0.206,g
2458489.93787,2019-01-06.4337159,bA,2.12,16.335,14.534,0.042,5.576,0.213,g
2458489.93913,2019-01-06.4349805,bA,2.14,16.457,14.625,0.041,5.128,0.191,g
2458489.95203,2019-01-06.4478780,bB,2.37,16.829,14.572,0.027,5.385,0.135,g
2458489.95330,2019-01-06.4491442,bB,2.39,16.928,14.574,0.025,5.376,0.124,g
2458489.95456,2019-01-06.4504081,bB,2.38,16.767,14.558,0.029,5.456,0.144,g
2458490.93265,2019-01-07.4284872,bA,2.23,99.990,99.990,99.990,99.990,99.990,g
2458490.93392,2019-01-07.4297582,bA,2.19,16.242,14.660,0.051,4.964,0.233,g
2458490.93519,2019-01-07.4310222,bA,2.19,16.333,14.539,0.042,5.554,0.214,g
2458490.94430,2019-01-07.4401311,bB,2.25,16.857,14.558,0.026,5.455,0.132,g
2458490.94556,2019-01-07.4413942,bB,2.22,16.842,14.571,0.027,5.391,0.134,g
2458490.94682,2019-01-07.4426574,bB,2.24,16.880,14.604,0.027,5.228,0.129,g
2458491.94473,2019-01-08.4405425,bA,2.11,16.511,14.631,0.039,5.104,0.182,g
2458491.94600,2019-01-08.4418097,bA,2.10,16.460,14.657,0.042,4.979,0.190,g
2458491.94727,2019-01-08.4430880,bA,2.10,16.609,14.552,0.033,5.486,0.166,g
2458492.63977,2019-01-09.1355678,bk,1.41,16.773,14.553,0.028,5.478,0.143,g
2458492.63977,2019-01-09.1355679,bi,1.47,16.153,14.712,0.058,4.736,0.252,g
2458492.64099,2019-01-09.1367856,bi,1.47,16.065,14.632,0.059,5.095,0.273,g
2458492.64099,2019-01-09.1367857,bk,1.48,16.669,14.603,0.033,5.234,0.157,g
2458492.64220,2019-01-09.1379993,bi,1.41,16.067,14.701,0.062,4.781,0.273,g
2458492.64220,2019-01-09.1379997,bk,1.46,16.674,14.582,0.032,5.335,0.156,g
2458492.95468,2019-01-09.4504797,bB,2.34,16.878,14.581,0.026,5.340,0.130,g
2458492.95596,2019-01-09.4517613,bB,2.32,16.879,14.538,0.025,5.558,0.130,g
2458492.95725,2019-01-09.4530459,bB,2.32,16.806,14.548,0.027,5.505,0.139,g
2458493.67525,2019-01-10.1710400,bE,1.53,16.450,14.574,0.039,5.379,0.192,g
2458493.67525,2019-01-10.1710392,bG,1.42,16.676,14.623,0.033,5.138,0.156,g
2458493.67652,2019-01-10.1723151,bG,1.46,16.663,14.547,0.031,5.510,0.158,g
2458493.67653,2019-01-10.1723151,bE,1.53,16.387,14.503,0.039,5.735,0.204,g
2458493.67780,2019-01-10.1735900,bG,1.47,16.663,14.530,0.031,5.596,0.158,g
2458493.67780,2019-01-10.1735894,bE,1.45,16.377,14.596,0.043,5.270,0.205,g
2458493.95101,2019-01-10.4467961,bB,2.47,16.644,14.588,0.033,5.310,0.161,g
2458494.94756,2019-01-11.4433334,bB,2.44,16.767,14.608,0.030,5.207,0.144,g
2458494.94884,2019-01-11.4446077,bB,2.45,16.811,14.553,0.027,5.479,0.139,g
2458494.95011,2019-01-11.4458859,bB,2.45,16.678,14.563,0.031,5.430,0.156,g
2458495.83834,2019-01-12.3341089,bs,1.55,16.771,14.642,0.032,5.046,0.145,g
2458495.83955,2019-01-12.3353199,bs,1.56,99.990,99.990,99.990,99.990,99.990,g
2458495.84076,2019-01-12.3365261,bs,1.57,99.990,99.990,99.990,99.990,99.990,g
2458495.89573,2019-01-12.3914939,bB,2.33,16.999,14.546,0.023,5.514,0.117,g
2458495.89700,2019-01-12.3927636,bB,2.33,16.893,14.568,0.026,5.405,0.129,g
2458495.89828,2019-01-12.3940421,bB,2.31,16.894,14.524,0.025,5.630,0.128,g
2458496.72080,2019-01-13.2165576,bj,1.94,16.590,14.530,0.033,5.596,0.169,g
2458496.72202,2019-01-13.2177790,bj,1.94,16.629,14.563,0.033,5.433,0.163,g
2458496.72323,2019-01-13.2189945,bj,1.58,16.485,14.538,0.036,5.555,0.186,g
2458496.90397,2019-01-13.3997266,bB,2.21,16.881,14.560,0.026,5.445,0.130,g
2458496.90524,2019-01-13.4009997,bB,2.23,16.797,14.558,0.028,5.453,0.139,g
2458496.90651,2019-01-13.4022649,bB,2.21,16.903,14.535,0.025,5.571,0.127,g
2458497.60132,2019-01-14.0970663,bj,1.92,16.289,14.447,0.040,6.040,0.223,g
2458497.60254,2019-01-14.0982843,bj,1.94,16.371,14.664,0.046,4.951,0.206,g
2458497.60375,2019-01-14.0995009,bj,1.93,16.329,14.546,0.042,5.513,0.214,g
2458497.70580,2019-01-14.2015466,bE,1.47,16.323,14.558,0.043,5.456,0.216,g
2458497.70585,2019-01-14.2015930,bG,1.49,16.640,14.584,0.033,5.327,0.161,g
2458497.70710,2019-01-14.2028512,bG,1.43,16.632,14.624,0.034,5.130,0.162,g
2458497.70838,2019-01-14.2041275,bE,1.47,16.309,14.575,0.044,5.371,0.218,g
2458497.70839,2019-01-14.2041423,bG,1.40,16.690,14.622,0.033,5.143,0.154,g
2458497.85269,2019-01-14.3484340,bF,1.54,15.584,14.609,0.089,5.207,0.426,g
2458497.85395,2019-01-14.3496966,bF,1.53,15.528,14.579,0.093,5.353,0.454,g
2458497.86556,2019-01-14.3613034,bA,2.15,16.318,14.753,0.052,4.559,0.216,g
2458497.86684,2019-01-14.3625855,bA,2.16,16.286,14.621,0.047,5.147,0.223,g
2458497.86812,2019-01-14.3638601,bA,2.15,16.260,14.608,0.048,5.209,0.228,g
2458499.53480,2019-01-16.0305420,bF,2.13,15.404,14.739,0.119,4.618,0.501,g
2458499.53610,2019-01-16.0318313,bF,2.12,15.467,14.665,0.105,4.941,0.473,g
2458499.53736,2019-01-16.0330944,bF,2.05,15.934,14.585,0.063,5.322,0.308,g
2458499.64960,2019-01-16.1453457,bk,1.42,16.455,14.584,0.039,5.325,0.191,g
2458499.64962,2019-01-16.1453456,bi,1.39,15.749,14.618,0.077,5.161,0.365,g
2458499.65082,2019-01-16.1465635,bk,1.46,16.576,14.593,0.035,5.280,0.171,g
2458499.65083,2019-01-16.1465636,bi,1.46,15.994,14.657,0.064,4.982,0.291,g
2458499.65205,2019-01-16.1477818,bi,1.43,15.789,14.690,0.080,4.832,0.352,g
2458499.65205,2019-01-16.1477826,bk,1.41,16.581,14.586,0.035,5.319,0.170,g
2458499.83294,2019-01-16.3286756,bG,1.43,16.742,14.566,0.029,5.418,0.147,g
2458499.83295,2019-01-16.3286754,bE,1.47,16.318,14.618,0.046,5.163,0.217,g
2458499.83422,2019-01-16.3299491,bG,1.43,16.575,14.656,0.037,4.986,0.171,g
2458499.83422,2019-01-16.3299490,bE,1.44,16.235,14.625,0.050,5.133,0.234,g
2458499.83548,2019-01-16.3312148,bE,1.57,16.292,14.612,0.047,5.194,0.222,g
2458499.83548,2019-01-16.3312138,bG,1.47,16.680,14.570,0.031,5.392,0.156,g
2458499.93094,2019-01-16.4266716,br,1.46,16.410,14.531,0.039,5.592,0.199,g
2458499.93215,2019-01-16.4278804,br,1.35,16.406,14.574,0.041,5.375,0.200,g
2458499.93336,2019-01-16.4290993,br,1.47,99.990,99.990,99.990,99.990,99.990,g
2458500.88363,2019-01-17.3793520,bq,1.48,14.367,>14.367,99.990,6.122,1.301,g
2458500.88483,2019-01-17.3805609,bq,1.51,14.849,14.549,0.166,5.499,0.835,g
2458500.88605,2019-01-17.3817791,bq,1.50,14.912,>14.912,99.990,3.438,0.788,g
2458500.89105,2019-01-17.3867777,br,1.47,15.318,14.491,0.102,5.803,0.543,g
2458500.89226,2019-01-17.3879918,br,1.52,15.219,14.720,0.138,4.701,0.594,g
2458500.89347,2019-01-17.3891971,br,1.43,14.736,>14.736,99.990,3.750,0.928,g
2458501.85929,2019-01-18.3550070,bA,2.20,15.614,14.898,0.113,3.990,0.413,g
2458501.86056,2019-01-18.3562783,bA,2.16,15.767,14.865,0.096,4.109,0.359,g
2458501.86183,2019-01-18.3575539,bA,2.16,15.809,14.668,0.077,4.928,0.345,g
2458501.87859,2019-01-18.3743103,bB,2.38,16.058,14.622,0.059,5.139,0.275,g
2458501.87986,2019-01-18.3755839,bB,2.36,16.146,14.595,0.053,5.273,0.254,g
2458501.88114,2019-01-18.3768613,bB,2.35,15.993,14.460,0.054,5.968,0.292,g
2458502.64914,2019-01-19.1448664,bi,1.45,15.522,14.565,0.091,5.418,0.450,g
2458502.64915,2019-01-19.1448666,bk,1.48,16.013,14.506,0.055,5.726,0.286,g
2458502.65036,2019-01-19.1460870,bk,1.44,16.096,14.604,0.056,5.229,0.265,g
2458502.65037,2019-01-19.1460872,bi,1.43,15.581,14.722,0.100,4.691,0.426,g
2458502.65158,2019-01-19.1473067,bi,1.44,15.425,14.737,0.116,4.626,0.491,g
2458502.65158,2019-01-19.1473070,bk,1.46,15.902,14.621,0.067,5.149,0.317,g
2458502.67144,2019-01-19.1671630,bj,1.99,15.857,14.597,0.069,5.266,0.330,g
2458502.67266,2019-01-19.1683846,bj,2.00,15.734,14.592,0.077,5.286,0.370,g
2458502.67387,2019-01-19.1696026,bj,1.99,15.833,14.700,0.077,4.786,0.338,g
2458502.85450,2019-01-19.3502189,bF,1.93,16.442,14.545,0.038,5.525,0.193,g
2458502.85577,2019-01-19.3514903,bF,1.53,16.511,14.513,0.035,5.686,0.181,g
2458502.85703,2019-01-19.3527547,bF,1.93,16.499,14.651,0.040,5.007,0.184,g
2458503.70171,2019-01-20.1974366,bE,1.47,15.567,14.650,0.094,5.012,0.431,g
2458503.70171,2019-01-20.1974364,bG,1.42,15.793,14.642,0.076,5.049,0.350,g
2458503.70299,2019-01-20.1987129,bE,1.91,15.496,14.499,0.088,5.760,0.461,g
2458503.70299,2019-01-20.1987133,bG,1.46,15.891,14.487,0.060,5.821,0.320,g
2458503.70425,2019-01-20.1999771,bE,1.92,15.632,14.556,0.081,5.468,0.406,g
2458503.70425,2019-01-20.1999765,bG,1.46,15.810,14.572,0.070,5.385,0.345,g
2458503.71568,2019-01-20.2113978,bj,2.04,15.549,14.729,0.103,4.660,0.438,g
2458503.71689,2019-01-20.2126149,bj,2.04,15.582,14.506,0.081,5.721,0.425,g
2458503.71811,2019-01-20.2138331,bj,2.02,15.544,14.605,0.092,5.221,0.440,g
2458504.68935,2019-01-21.1850725,bj,1.51,14.925,14.473,0.145,5.903,0.784,g
2458504.69057,2019-01-21.1862908,bj,1.60,13.907,>13.907,99.990,4.934,1.988,g
2458504.69178,2019-01-21.1875076,bj,1.66,13.953,>13.953,99.990,4.152,1.905,g
2458504.70045,2019-01-21.1961780,bk,1.48,16.451,14.525,0.038,5.623,0.194,g
2458504.70046,2019-01-21.1961784,bi,1.43,15.710,14.529,0.074,5.600,0.379,g
